Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Cond,,Fraction,,Injection,,
ml,mAU,ml,mS/cm,ml,Fraction,ml,Injection,
8.134,3.437748,16.26,14.62267,,,,,
8.149,3.452883,16.289,14.62209,,,,,
8.163,3.522104,16.318,14.62181,,,,,
8.178,3.482007,16.348,14.62171,,,,,
8.193,3.459547,16.377,14.62159,,,,,
8.207,3.480673,16.406,14.62141,,,,,
8.222,3.516513,16.435,14.62145,,,,,
8.237,3.538783,16.465,14.62206,,,,,
8.251,3.546474,16.494,14.62239,,,,,
8.266,3.544832,16.523,14.62238,,,,,
8.28,3.609776,16.553,14.62236,,,,,
8.295,3.654126,16.582,14.6227,,,,,
8.31,3.627961,16.611,14.62274,,,,,
8.324,3.637635,16.64,14.62251,,,,,
8.339,3.682973,16.67,14.62262,,,,,
8.354,3.713685,16.699,14.62303,,,,,
8.368,3.72403,16.728,14.6236,,,,,
8.383,3.72389,16.758,14.62377,,,,,
8.398,3.753467,16.787,14.62375,,,,,
8.412,3.818433,16.816,14.62415,,,,,
8.427,3.881428,16.845,14.62482,,,,,
8.442,3.945921,16.875,14.62533,,,,,
8.456,4.004882,16.904,14.6254,,,,,
8.471,4.046266,16.933,14.62514,,,,,
8.485,4.080395,16.963,14.62519,,,,,
8.5,4.148789,16.992,14.62578,,,,,
8.515,4.151723,17.021,14.62619,,,,,
8.529,4.214144,17.05,14.62684,,,,,
8.544,4.270711,17.08,14.62712,,,,,
8.559,4.317092,17.109,14.62734,,,,,
8.573,4.393375,17.138,14.62779,,,,,
8.588,4.469759,17.168,14.62832,,,,,
8.603,4.504773,17.197,14.62956,,,,,
8.617,4.566517,17.226,14.62961,,,,,
8.632,4.632475,17.255,14.62959,,,,,
8.646,4.643632,17.285,14.62969,,,,,
8.661,4.693693,17.314,14.62957,,,,,
8.676,4.736849,17.343,14.62955,,,,,
8.69,4.788282,17.373,14.62969,,,,,
8.705,4.834687,17.402,14.6297,,,,,
8.72,4.886735,17.431,14.62999,,,,,
8.734,5.002245,17.46,14.63017,,,,,
8.749,5.036312,17.49,14.63053,,,,,
8.764,5.076377,17.519,14.63008,,,,,
8.778,5.076365,17.548,14.62997,,,,,
8.793,5.123862,17.577,14.63037,,,,,
8.808,5.183075,17.607,14.63083,,,,,
8.822,5.264898,17.636,14.63117,,,,,
8.837,5.364654,17.665,14.63168,,,,,
8.851,5.418349,17.695,14.63231,,,,,
8.866,5.419625,17.724,14.63299,,,,,
8.881,5.42036,17.753,14.63347,,,,,
8.895,5.459741,17.782,14.63425,,,,,
8.91,5.529342,17.812,14.63495,,,,,
8.925,5.560185,17.841,14.63519,,,,,
8.939,5.584459,17.87,14.63507,,,,,
8.954,5.656838,17.9,14.63505,,,,,
8.969,5.756716,17.929,14.63536,,,,,
8.983,5.786496,17.958,14.6356,,,,,
8.998,5.837917,17.987,14.63579,,,,,
9.013,5.90841,18.017,14.63577,,,,,
9.027,5.982513,18.046,14.63559,,,,,
9.042,6.015482,18.075,14.63551,,,,,
9.056,6.058714,18.105,14.63564,,,,,
9.071,6.144995,18.134,14.63576,,,,,
9.086,6.232655,18.163,14.63592,,,,,
9.1,6.265142,18.192,14.63578,,,,,
9.115,6.370853,18.222,14.63572,,,,,
9.13,6.406069,18.251,14.63613,,,,,
9.144,6.493997,18.28,14.63686,,,,,
9.159,6.5509,18.31,14.63724,,,,,
9.174,6.597906,18.339,14.63717,,,,,
9.188,6.658559,18.368,14.63695,,,,,
9.203,6.729329,18.397,14.63634,,,,,
9.218,6.800256,18.427,14.63705,,,,,
9.232,6.863355,18.456,14.63743,,,,,
9.247,6.930068,18.485,14.63791,,,,,
9.261,6.995362,18.515,14.63803,,,,,
9.276,7.09482,18.544,14.63801,,,,,
9.291,7.161158,18.573,14.63799,,,,,
9.305,7.210022,18.602,14.63784,,,,,
9.32,7.270822,18.632,14.63752,,,,,
9.335,7.324454,18.661,14.63693,,,,,
9.349,7.409831,18.69,14.63643,,,,,
9.364,7.516113,18.72,14.63627,,,,,
9.379,7.630501,18.749,14.63604,,,,,
9.393,7.733695,18.778,14.63589,,,,,
9.408,7.822695,18.807,14.63609,,,,,
9.423,7.924909,18.837,14.63668,,,,,
9.437,8.025032,18.866,14.63739,,,,,
9.452,8.094532,18.895,14.63759,,,,,
9.466,8.21384,18.925,14.63754,,,,,
9.481,8.296409,18.954,14.63834,,,,,
9.496,8.389909,18.983,14.6393,,,,,
9.51,8.514022,19.012,14.64001,,,,,
9.525,8.56369,19.042,14.64034,,,,,
9.54,8.643782,19.071,14.64005,,,,,
9.554,8.759624,19.1,14.63896,,,,,
9.569,8.841605,19.129,14.63808,,,,,
9.584,8.989427,19.159,14.63718,,,,,
9.598,9.11386,19.188,14.63679,,,,,
9.613,9.269886,19.217,14.63688,,,,,
9.628,9.385331,19.247,14.63701,,,,,
9.642,9.479962,19.276,14.63709,,,,,
9.657,9.575683,19.305,14.63726,,,,,
9.671,9.681347,19.334,14.63735,,,,,
9.686,9.800456,19.364,14.63661,,,,,
9.701,9.93075,19.393,14.63595,,,,,
9.715,10.01126,19.422,14.63608,,,,,
9.73,10.1307,19.452,14.63637,,,,,
9.745,10.27479,19.481,14.63694,,,,,
9.759,10.38639,19.51,14.63775,,,,,
9.774,10.50808,19.539,14.63872,,,,,
9.789,10.62026,19.569,14.63976,,,,,
9.803,10.72279,19.598,14.64075,,,,,
9.818,10.87609,19.627,14.64156,,,,,
9.832,11.02528,19.657,14.64233,,,,,
9.847,11.12849,19.686,14.64288,,,,,
9.862,11.28706,19.715,14.64319,,,,,
9.876,11.43298,19.744,14.64363,,,,,
9.891,11.61135,19.774,14.64419,,,,,
9.906,11.76889,19.803,14.64455,,,,,
9.92,11.87924,19.832,14.64458,,,,,
9.935,11.9832,19.862,14.64491,,,,,
9.95,12.05405,19.891,14.64532,,,,,
9.964,12.19342,19.92,14.6467,,,,,
9.979,12.34344,19.949,14.64775,,,,,
9.994,12.52472,19.979,14.64838,,,,,
10.008,12.65329,20.008,14.64884,,,,,
10.023,12.78964,20.037,14.64922,,,,,
10.037,12.93994,20.067,14.64947,,,,,
10.052,13.06351,20.096,14.64979,,,,,
10.067,13.22612,20.125,14.65061,,,,,
10.081,13.35425,20.154,14.65099,,,,,
10.096,13.48358,20.184,14.65134,,,,,
10.111,13.59602,20.213,14.6518,,,,,
10.125,13.75159,20.242,14.65225,,,,,
10.14,13.9184,20.272,14.65261,,,,,
10.155,14.08232,20.301,14.65296,,,,,
10.169,14.25271,20.33,14.6533,,,,,
10.184,14.40421,20.359,14.65363,,,,,
10.199,14.46607,20.389,14.65388,,,,,
10.213,14.62021,20.418,14.6545,,,,,
10.228,14.78371,20.447,14.65502,,,,,
10.242,14.89511,20.477,14.65506,,,,,
10.257,15.02444,20.506,14.65496,,,,,
10.272,15.19234,20.535,14.65534,,,,,
10.286,15.35226,20.564,14.65593,,,,,
10.301,15.48292,20.594,14.65667,,,,,
10.316,15.70996,20.623,14.65766,,,,,
10.33,15.8855,20.652,14.65854,,,,,
10.345,16.06288,20.682,14.65898,,,,,
10.36,16.31341,20.711,14.65924,,,,,
10.374,16.51862,20.74,14.65948,,,,,
10.389,16.69313,20.769,14.65974,,,,,
10.404,16.87558,20.799,14.66018,,,,,
10.418,17.04359,20.828,14.66099,,,,,
10.433,17.21592,20.857,14.66119,,,,,
10.447,17.4706,20.886,14.66183,,,,,
10.462,17.70088,20.916,14.66284,,,,,
10.477,17.98547,20.945,14.66362,,,,,
10.491,18.2131,20.974,14.66427,,,,,
10.506,18.43195,21.004,14.66505,,,,,
10.521,18.69558,21.033,14.66569,,,,,
10.535,18.9878,21.062,14.66584,,,,,
10.55,19.28054,21.091,14.6663,,,,,
10.565,19.47052,21.121,14.66651,,,,,
10.579,19.6791,21.15,14.66666,,,,,
10.594,19.96367,21.179,14.66732,,,,,
10.609,20.23784,21.209,14.66842,,,,,
10.623,20.48498,21.238,14.66984,,,,,
10.638,20.69252,21.267,14.67156,,,,,
10.652,20.86166,21.296,14.67278,,,,,
10.667,21.0494,21.326,14.6732,,,,,
10.682,21.32201,21.355,14.67326,,,,,
10.696,21.55711,21.384,14.67377,,,,,
10.711,21.84269,21.414,14.67431,,,,,
10.726,22.06294,21.443,14.67484,,,,,
10.74,22.2926,21.472,14.67524,,,,,
10.755,22.58618,21.501,14.67552,,,,,
10.77,22.92107,21.531,14.6765,,,,,
10.784,23.2341,21.56,14.67771,,,,,
10.799,23.48939,21.589,14.67814,,,,,
10.814,23.74197,21.619,14.6785,,,,,
10.828,23.96985,21.648,14.67912,,,,,
10.843,24.27672,21.677,14.67983,,,,,
10.857,24.5449,21.706,14.68066,,,,,
10.872,24.81561,21.736,14.68154,,,,,
10.887,25.10245,21.765,14.68204,,,,,
10.901,25.33167,21.794,14.68254,,,,,
10.916,25.61883,21.824,14.68299,,,,,
10.931,25.86242,21.853,14.68355,,,,,
10.945,26.14511,21.882,14.68417,,,,,
10.96,26.40589,21.911,14.68459,,,,,
10.975,26.67911,21.941,14.68485,,,,,
10.989,26.96662,21.97,14.68498,,,,,
11.004,27.25469,21.999,14.68486,,,,,
11.019,27.55286,22.029,14.68486,,,,,
11.033,27.89576,22.058,14.6848,,,,,
11.048,28.177,22.087,14.68483,,,,,
11.062,28.46136,22.116,14.68466,,,,,
11.077,28.7785,22.146,14.68469,,,,,
11.092,29.09812,22.175,14.68499,,,,,
11.106,29.40004,22.204,14.68523,,,,,
11.121,29.70411,22.234,14.68533,,,,,
11.136,30.00898,22.263,14.68613,,,,,
11.15,30.25457,22.292,14.68657,,,,,
11.165,30.56692,22.321,14.68754,,,,,
11.18,30.82985,22.351,14.68845,,,,,
11.194,31.11355,22.38,14.68924,,,,,
11.209,31.38776,22.409,14.68992,,,,,
11.223,31.65544,22.439,14.69081,,,,,
11.238,31.9391,22.468,14.69213,,,,,
11.253,32.25589,22.497,14.69334,,,,,
11.267,32.5887,22.526,14.69398,,,,,
11.282,32.8504,22.556,14.69432,,,,,
11.297,33.13797,22.585,14.69502,,,,,
11.311,33.36486,22.614,14.69557,,,,,
11.326,33.69081,22.643,14.69575,,,,,
11.341,33.94275,22.673,14.69574,,,,,
11.355,34.16952,22.702,14.69593,,,,,
11.37,34.47088,22.731,14.69647,,,,,
11.385,34.80701,22.761,14.69689,,,,,
11.399,35.16337,22.79,14.69741,,,,,
11.414,35.50708,22.819,14.69818,,,,,
11.428,35.84517,22.848,14.69923,,,,,
11.443,36.18745,22.878,14.70039,,,,,
11.458,36.53347,22.907,14.70127,,,,,
11.472,36.93823,22.936,14.70193,,,,,
11.487,37.38562,22.966,14.70289,,,,,
11.502,37.78642,22.995,14.7036,,,,,
11.516,38.13805,23.024,14.7041,,,,,
11.531,38.56965,23.053,14.70508,,,,,
11.546,38.9205,23.083,14.70575,,,,,
11.56,39.28586,23.112,14.70642,,,,,
11.575,39.65346,23.141,14.70732,,,,,
11.59,39.98568,23.171,14.70825,,,,,
11.604,40.30639,23.2,14.70897,,,,,
11.619,40.6543,23.229,14.71027,,,,,
11.633,40.99779,23.258,14.71136,,,,,
11.648,41.35812,23.288,14.7125,,,,,
11.663,41.73565,23.317,14.7141,,,,,
11.677,42.08513,23.346,14.71549,,,,,
11.692,42.47025,23.376,14.71667,,,,,
11.707,42.83916,23.405,14.71777,,,,,
11.721,43.1678,23.434,14.71869,,,,,
11.736,43.49926,23.463,14.71952,,,,,
11.751,43.89154,23.493,14.72101,,,,,
11.765,44.34324,23.522,14.72231,,,,,
11.78,44.70424,23.551,14.72364,,,,,
11.795,45.09304,23.581,14.72479,,,,,
11.809,45.45134,23.61,14.72591,,,,,
11.824,45.82211,23.639,14.7269,,,,,
11.838,46.21866,23.668,14.72776,,,,,
11.853,46.60484,23.698,14.72893,,,,,
11.868,46.95268,23.727,14.72978,,,,,
11.882,47.32451,23.756,14.7309,,,,,
11.897,47.71199,23.786,14.73202,,,,,
11.912,48.10963,23.815,14.73318,,,,,
11.926,48.46326,23.844,14.73508,,,,,
11.941,48.87194,23.873,14.73694,,,,,
11.956,49.31358,23.903,14.73809,,,,,
11.97,49.74899,23.932,14.73926,,,,,
11.985,50.19072,23.961,14.74016,,,,,
12,50.66507,23.991,14.74109,,,,,
12.014,51.14608,24.02,14.74214,,,,,
12.029,51.5559,24.049,14.74291,,,,,
12.043,52.014,24.078,14.74368,,,,,
12.058,52.49693,24.108,14.74438,,,,,
12.073,52.96416,24.137,14.74499,,,,,
12.087,53.42235,24.166,14.74573,,,,,
12.102,53.90046,24.195,14.74676,,,,,
12.117,54.40176,24.225,14.7475,,,,,
12.131,54.96762,24.254,14.74816,,,,,
12.146,55.54383,24.283,14.74924,,,,,
12.161,56.0533,24.313,14.75025,,,,,
12.175,56.6157,24.342,14.75147,,,,,
12.19,57.19973,24.371,14.75277,,,,,
12.205,57.76461,24.4,14.75362,,,,,
12.219,58.3053,24.43,14.75451,,,,,
12.234,58.83819,24.459,14.75548,,,,,
12.248,59.37915,24.488,14.75664,,,,,
12.263,59.88591,24.518,14.75781,,,,,
12.278,60.42494,24.547,14.75904,,,,,
12.292,61.00033,24.576,14.75988,,,,,
12.307,61.59608,24.605,14.7606,,,,,
12.322,62.23109,24.635,14.76185,,,,,
12.336,62.9377,24.664,14.7634,,,,,
12.351,63.70457,24.693,14.76467,,,,,
12.366,64.43825,24.723,14.76604,,,,,
12.38,65.21202,24.752,14.76714,,,,,
12.395,65.95316,24.781,14.76849,,,,,
12.409,66.75511,24.81,14.77006,,,,,
12.424,67.54565,24.84,14.7716,,,,,
12.439,68.28999,24.869,14.77285,,,,,
12.453,69.05447,24.898,14.77382,,,,,
12.468,69.90277,24.928,14.77512,,,,,
12.483,70.73871,24.957,14.77616,,,,,
12.497,71.55983,24.986,14.77759,,,,,
12.512,72.40477,25.015,14.77887,,,,,
12.527,73.23254,25.045,14.78004,,,,,
12.541,74.11694,25.074,14.78066,,,,,
12.556,75.08615,25.103,14.78077,,,,,
12.571,76.07849,25.133,14.78115,,,,,
12.585,77.03986,25.162,14.78187,,,,,
12.6,78.01827,25.191,14.78299,,,,,
12.614,79.00164,25.22,14.78404,,,,,
12.629,80.03344,25.25,14.7845,,,,,
12.644,81.11047,25.279,14.78486,,,,,
12.658,82.1533,25.308,14.78584,,,,,
12.673,83.22705,25.338,14.78716,,,,,
12.688,84.35924,25.367,14.78801,,,,,
12.702,85.51682,25.396,14.78892,,,,,
12.717,86.68081,25.425,14.79011,,,,,
12.732,87.90082,25.455,14.79132,,,,,
12.746,89.19184,25.484,14.79236,,,,,
12.761,90.47791,25.513,14.79382,,,,,
12.776,91.81866,25.543,14.79535,,,,,
12.79,93.14265,25.572,14.79667,,,,,
12.805,94.45498,25.601,14.79813,,,,,
12.819,95.80253,25.63,14.80017,,,,,
12.834,97.18796,25.66,14.80247,,,,,
12.849,98.5691,25.689,14.80442,,,,,
12.863,99.98234,25.718,14.80621,,,,,
12.878,101.4766,25.748,14.80795,,,,,
12.893,103.0054,25.777,14.80981,,,,,
12.907,104.5516,25.806,14.81158,,,,,
12.922,106.1449,25.835,14.81309,,,,,
12.937,107.7722,25.865,14.81448,,,,,
12.951,109.3821,25.894,14.81522,,,,,
12.966,110.9939,25.923,14.81609,,,,,
12.981,112.6328,25.952,14.81681,,,,,
12.995,114.3285,25.982,14.81806,,,,,
13.01,116.1353,26.011,14.81937,,,,,
13.024,117.9279,26.04,14.82064,,,,,
13.039,119.7335,26.07,14.82207,,,,,
13.054,121.5637,26.099,14.82371,,,,,
13.068,123.4177,26.128,14.82521,,,,,
13.083,125.3891,26.157,14.82678,,,,,
13.098,127.4017,26.187,14.82796,,,,,
13.112,129.2835,26.216,14.82861,,,,,
13.127,131.3508,26.245,14.82987,,,,,
13.142,133.384,26.275,14.83138,,,,,
13.156,135.3709,26.304,14.83274,,,,,
13.171,137.3444,26.333,14.83422,,,,,
13.186,139.3247,26.362,14.83595,,,,,
13.2,141.3477,26.392,14.83774,,,,,
13.215,143.4757,26.421,14.83923,,,,,
13.229,145.6951,26.45,14.84038,,,,,
13.244,147.8263,26.48,14.84194,,,,,
13.259,150.0274,26.509,14.84351,,,,,
13.273,152.3121,26.538,14.84457,,,,,
13.288,154.6284,26.567,14.84521,,,,,
13.303,156.9319,26.597,14.84596,,,,,
13.317,159.2399,26.626,14.84695,,,,,
13.332,161.6433,26.655,14.84875,,,,,
13.347,164.0653,26.685,14.84958,,,,,
13.361,166.4798,26.714,14.85022,,,,,
13.376,168.9531,26.743,14.85124,,,,,
13.391,171.4572,26.772,14.85245,,,,,
13.405,173.9612,26.802,14.85331,,,,,
13.42,176.4512,26.831,14.8537,,,,,
13.434,178.9653,26.86,14.85433,,,,,
13.449,181.6104,26.89,14.85475,,,,,
13.464,184.2253,26.919,14.85654,,,,,
13.478,186.8934,26.948,14.85853,,,,,
13.493,189.5332,26.977,14.86044,,,,,
13.508,192.2074,27.007,14.8623,,,,,
13.522,194.8919,27.036,14.86415,,,,,
13.537,197.6041,27.065,14.86591,,,,,
13.552,200.3736,27.095,14.86755,,,,,
13.566,203.1084,27.124,14.86978,,,,,
13.581,205.7627,27.153,14.87151,,,,,
13.595,208.5352,27.182,14.87298,,,,,
13.61,211.3676,27.212,14.87468,,,,,
13.625,214.1663,27.241,14.87668,,,,,
13.639,216.9958,27.27,14.87844,,,,,
13.654,219.8466,27.3,14.87945,,,,,
13.669,222.6698,27.329,14.88042,,,,,
13.683,225.4986,27.358,14.88194,,,,,
13.698,228.3469,27.387,14.88308,,,,,
13.713,231.258,27.417,14.88441,,,,,
13.727,234.1128,27.446,14.886,,,,,
13.742,236.9431,27.475,14.88767,,,,,
13.757,239.7587,27.505,14.88948,,,,,
13.771,242.6027,27.534,14.89151,,,,,
13.786,245.5211,27.563,14.89331,,,,,
13.8,248.4976,27.592,14.89457,,,,,
13.815,251.4152,27.622,14.8957,,,,,
13.83,254.3673,27.651,14.89731,,,,,
13.844,257.224,27.68,14.89945,,,,,
13.859,260.0923,27.709,14.9016,,,,,
13.874,263.0414,27.739,14.90357,,,,,
13.888,266.0064,27.768,14.90545,,,,,
13.903,268.924,27.797,14.90725,,,,,
13.918,271.8252,27.827,14.90913,,,,,
13.932,274.7811,27.856,14.91041,,,,,
13.947,277.8304,27.885,14.91115,,,,,
13.962,280.7276,27.914,14.91181,,,,,
13.976,283.5869,27.944,14.91267,,,,,
13.991,286.5358,27.973,14.91404,,,,,
14.005,289.5406,28.002,14.91585,,,,,
14.02,292.4977,28.032,14.91758,,,,,
14.035,295.3711,28.061,14.91923,,,,,
14.049,298.2534,28.09,14.92094,,,,,
14.064,301.1554,28.119,14.92205,,,,,
14.079,304.074,28.149,14.92363,,,,,
14.093,306.9696,28.178,14.92459,,,,,
14.108,309.9207,28.207,14.92513,,,,,
14.123,312.8676,28.237,14.92554,,,,,
14.137,315.8045,28.266,14.92574,,,,,
14.152,318.758,28.295,14.92679,,,,,
14.167,321.6969,28.324,14.9278,,,,,
14.181,324.6458,28.354,14.92873,,,,,
14.196,327.5895,28.383,14.93076,,,,,
14.21,330.5268,28.412,14.93252,,,,,
14.225,333.4008,28.442,14.93411,,,,,
14.24,336.2465,28.471,14.93572,,,,,
14.254,339.0721,28.5,14.93714,,,,,
14.269,341.8614,28.529,14.93869,,,,,
14.284,344.6565,28.559,14.93964,,,,,
14.298,347.639,28.588,14.94059,,,,,
14.313,350.412,28.617,14.94241,,,,,
14.328,353.3451,28.647,14.94445,,,,,
14.342,356.1212,28.676,14.9466,,,,,
14.357,358.9924,28.705,14.9487,,,,,
14.372,361.904,28.734,14.95047,,,,,
14.386,364.768,28.764,14.95196,,,,,
14.401,367.6453,28.793,14.95402,,,,,
14.415,370.4598,28.822,14.95578,,,,,
14.43,373.2586,28.852,14.95741,,,,,
14.445,375.9566,28.881,14.95945,,,,,
14.459,378.646,28.91,14.96171,,,,,
14.474,381.3631,28.939,14.964,,,,,
14.489,384.0781,28.969,14.96588,,,,,
14.503,386.8658,28.998,14.96695,,,,,
14.518,389.7704,29.027,14.96863,,,,,
14.533,392.5522,29.057,14.96981,,,,,
14.547,395.1993,29.086,14.97117,,,,,
14.562,397.8875,29.115,14.97231,,,,,
14.577,400.5928,29.144,14.9734,,,,,
14.591,403.3365,29.174,14.97473,,,,,
14.606,406.0265,29.203,14.97648,,,,,
14.62,408.6124,29.232,14.97852,,,,,
14.635,411.1589,29.261,14.98022,,,,,
14.65,413.7928,29.291,14.98121,,,,,
14.664,416.5229,29.32,14.98179,,,,,
14.679,419.3131,29.349,14.98276,,,,,
14.694,422.0138,29.379,14.98414,,,,,
14.708,424.5131,29.408,14.98551,,,,,
14.723,427.0406,29.437,14.98677,,,,,
14.738,429.6363,29.466,14.98825,,,,,
14.752,432.2207,29.496,14.98984,,,,,
14.767,434.7679,29.525,14.99093,,,,,
14.782,437.1586,29.554,14.99177,,,,,
14.796,439.7692,29.584,14.99212,,,,,
14.811,442.377,29.613,14.99302,,,,,
14.825,444.8509,29.642,14.9943,,,,,
14.84,447.3073,29.671,14.99558,,,,,
14.855,449.7984,29.701,14.99682,,,,,
14.869,452.2745,29.73,14.99823,,,,,
14.884,454.6876,29.759,14.9995,,,,,
14.899,457.1245,29.789,15.00088,,,,,
14.913,459.5976,29.818,15.00282,,,,,
14.928,461.9854,29.847,15.00468,,,,,
14.943,464.3979,29.876,15.00635,,,,,
14.957,466.8013,29.906,15.00781,,,,,
14.972,469.2318,29.935,15.00937,,,,,
14.986,471.6489,29.964,15.01156,,,,,
15.001,473.9897,29.994,15.01372,,,,,
15.016,476.3478,30.023,15.01571,,,,,
15.03,478.6603,30.052,15.01743,,,,,
15.045,480.9127,30.081,15.01941,,,,,
15.06,483.239,30.111,15.02142,,,,,
15.074,485.5948,30.14,15.02322,,,,,
15.089,488.0114,30.169,15.02471,,,,,
15.104,490.468,30.199,15.02601,,,,,
15.118,492.828,30.228,15.02759,,,,,
15.133,494.963,30.257,15.02964,,,,,
15.148,497.1795,30.286,15.03115,,,,,
15.162,499.244,30.316,15.03259,,,,,
15.177,501.468,30.345,15.03432,,,,,
15.191,503.5072,30.374,15.03553,,,,,
15.206,505.5177,30.404,15.03679,,,,,
15.221,507.5543,30.433,15.03948,,,,,
15.235,509.6284,30.462,15.04277,,,,,
15.25,511.816,30.491,15.04581,,,,,
15.265,513.8781,30.521,15.04838,,,,,
15.279,515.701,30.55,15.05077,,,,,
15.294,517.8629,30.579,15.05307,,,,,
15.309,519.8187,30.609,15.05539,,,,,
15.323,521.7686,30.638,15.05778,,,,,
15.338,523.6529,30.667,15.06029,,,,,
15.353,525.4665,30.696,15.0631,,,,,
15.367,527.4119,30.726,15.06627,,,,,
15.382,529.3742,30.755,15.06889,,,,,
15.396,531.3415,30.784,15.07119,,,,,
15.411,533.2697,30.814,15.07372,,,,,
15.426,535.0911,30.843,15.07629,,,,,
15.44,537.0125,30.872,15.07922,,,,,
15.455,538.9996,30.901,15.08267,,,,,
15.47,540.957,30.931,15.0859,,,,,
15.484,542.8291,30.96,15.08892,,,,,
15.499,544.546,30.989,15.09133,,,,,
15.514,546.3003,31.018,15.09334,,,,,
15.528,548.1069,31.048,15.09546,,,,,
15.543,549.9672,31.077,15.09746,,,,,
15.558,551.7607,31.106,15.09975,,,,,
15.572,553.5068,31.136,15.10264,,,,,
15.587,555.1688,31.165,15.1058,,,,,
15.601,556.7965,31.194,15.10922,,,,,
15.616,558.6365,31.223,15.11235,,,,,
15.631,560.2838,31.253,15.11609,,,,,
15.645,561.8138,31.282,15.11909,,,,,
15.66,563.497,31.311,15.12201,,,,,
15.675,565.0933,31.341,15.12502,,,,,
15.689,566.7034,31.37,15.1282,,,,,
15.704,568.3828,31.399,15.13163,,,,,
15.719,570.1107,31.428,15.13489,,,,,
15.733,571.8284,31.458,15.13791,,,,,
15.748,573.2346,31.487,15.14133,,,,,
15.763,574.7772,31.516,15.14514,,,,,
15.777,576.1666,31.546,15.14875,,,,,
15.792,577.4617,31.575,15.15251,,,,,
15.806,578.8126,31.604,15.1566,,,,,
15.821,580.1714,31.633,15.1608,,,,,
15.836,581.4739,31.663,15.16499,,,,,
15.85,582.7986,31.692,15.16882,,,,,
15.865,584.2357,31.721,15.17244,,,,,
15.88,585.3734,31.751,15.17661,,,,,
15.894,586.5898,31.78,15.18071,,,,,
15.909,587.7499,31.809,15.1849,,,,,
15.924,588.9646,31.838,15.18972,,,,,
15.938,590.1213,31.868,15.19534,,,,,
15.953,591.273,31.897,15.20105,,,,,
15.968,592.5544,31.926,15.20614,,,,,
15.982,593.713,31.956,15.21116,,,,,
15.997,595.0218,31.985,15.21596,,,,,
16.011,596.3131,32.014,15.22082,,,,,
16.026,597.4785,32.043,15.22577,,,,,
16.041,598.4988,32.073,15.23058,,,,,
16.055,599.6012,32.102,15.23537,,,,,
16.07,600.695,32.131,15.2406,,,,,
16.085,601.6026,32.161,15.24602,,,,,
16.099,602.5695,32.19,15.25143,,,,,
16.114,603.6882,32.219,15.25708,,,,,
16.129,604.5357,32.248,15.26255,,,,,
16.143,605.6321,32.278,15.2684,,,,,
16.158,606.6242,32.307,15.27437,,,,,
16.172,607.5536,32.336,15.28022,,,,,
16.187,608.4051,32.366,15.28613,,,,,
16.202,609.2055,32.395,15.29201,,,,,
16.216,610.1185,32.424,15.29806,,,,,
16.231,610.8888,32.453,15.30427,,,,,
16.246,611.662,32.483,15.3102,,,,,
16.26,612.4103,32.512,15.31588,,,,,
16.275,612.9714,32.541,15.32169,,,,,
16.29,613.3826,32.57,15.32802,,,,,
16.304,613.7765,32.6,15.33505,,,,,
16.319,614.2597,32.629,15.34258,,,,,
16.334,614.8126,32.658,15.34995,,,,,
16.348,615.2578,32.688,15.35751,,,,,
16.363,615.7355,32.717,15.36471,,,,,
16.377,616.1271,32.746,15.37182,,,,,
16.392,616.4307,32.775,15.37904,,,,,
16.407,616.6232,32.805,15.38644,,,,,
16.421,616.9111,32.834,15.39408,,,,,
16.436,617.2225,32.863,15.40197,,,,,
16.451,617.3356,32.893,15.40985,,,,,
16.465,617.5852,32.922,15.41764,,,,,
16.48,617.9183,32.951,15.42598,,,,,
16.495,618.1294,32.98,15.43414,,,,,
16.509,618.3602,33.01,15.44216,,,,,
16.524,618.5056,33.039,15.45035,,,,,
16.539,618.5344,33.068,15.45869,,,,,
16.553,618.4283,33.098,15.46691,,,,,
16.568,618.2805,33.127,15.47511,,,,,
16.582,618.3378,33.156,15.484,,,,,
16.597,618.364,33.185,15.49285,,,,,
16.612,618.1156,33.215,15.50195,,,,,
16.626,618.1429,33.244,15.5108,,,,,
16.641,618.0788,33.273,15.51967,,,,,
16.656,617.9507,33.303,15.52879,,,,,
16.67,617.7385,33.332,15.53791,,,,,
16.685,617.4449,33.361,15.54705,,,,,
16.7,617.2595,33.39,15.55655,,,,,
16.714,617.2231,33.42,15.56579,,,,,
16.729,616.973,33.449,15.57543,,,,,
16.744,616.6851,33.478,15.586,,,,,
16.758,616.115,33.508,15.59709,,,,,
16.773,615.5778,33.537,15.60806,,,,,
16.787,614.9623,33.566,15.61864,,,,,
16.802,614.2245,33.595,15.62909,,,,,
16.817,613.6321,33.625,15.63937,,,,,
16.831,612.9514,33.654,15.64975,,,,,
16.846,612.0491,33.683,15.66026,,,,,
16.861,611.4943,33.713,15.67096,,,,,
16.875,610.8993,33.742,15.68227,,,,,
16.89,610.1529,33.771,15.69402,,,,,
16.905,609.366,33.8,15.70567,,,,,
16.919,608.6309,33.83,15.71694,,,,,
16.934,607.9288,33.859,15.72829,,,,,
16.949,607.2335,33.888,15.74014,,,,,
16.963,606.368,33.918,15.75217,,,,,
16.978,605.3785,33.947,15.76435,,,,,
16.992,604.3394,33.976,15.77644,,,,,
