Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Cond,,Fraction,,Injection,,
ml,mAU,ml,mS/cm,ml,Fraction,ml,Injection,
17.007,603.4368,34.005,15.78866,,,,,
17.022,602.5308,34.035,15.80123,,,,,
17.036,601.4769,34.064,15.81423,,,,,
17.051,600.3225,34.093,15.8283,,,,,
17.066,599.2128,34.123,15.84213,,,,,
17.08,598.0397,34.152,15.8559,,,,,
17.095,596.8366,34.181,15.86926,,,,,
17.11,595.7477,34.21,15.88246,,,,,
17.124,594.7331,34.24,15.89563,,,,,
17.139,593.6561,34.269,15.90886,,,,,
17.154,592.485,34.298,15.92227,,,,,
17.168,591.2671,34.327,15.93601,,,,,
17.183,589.9813,34.357,15.95007,,,,,
17.197,588.4645,34.386,15.96392,,,,,
17.212,586.9921,34.415,15.97804,,,,,
17.227,585.7168,34.445,15.99255,,,,,
17.241,584.6059,34.474,16.00731,,,,,
17.256,583.4116,34.503,16.02217,,,,,
17.271,582.1564,34.532,16.03694,,,,,
17.285,580.8368,34.562,16.05134,,,,,
17.3,579.3101,34.591,16.06665,,,,,
17.315,578.0278,34.62,16.0819,,,,,
17.329,576.602,34.65,16.09731,,,,,
17.344,575.0203,34.679,16.11289,,,,,
17.358,573.4188,34.708,16.12852,,,,,
17.373,571.8813,34.737,16.14411,,,,,
17.388,570.3593,34.767,16.15977,,,,,
17.402,568.8155,34.796,16.17581,,,,,
17.417,567.2857,34.825,16.19204,,,,,
17.432,565.7787,34.855,16.20858,,,,,
17.446,564.4489,34.884,16.22606,,,,,
17.461,562.9924,34.913,16.24306,,,,,
17.476,561.2431,34.942,16.26008,,,,,
17.49,559.5558,34.972,16.27737,,,,,
17.505,557.9791,35.001,16.29503,,,,,
17.52,556.3195,35.03,16.31325,,,,,
17.534,554.4744,35.06,16.3311,,,,,
17.549,552.6738,35.089,16.34836,,,,,
17.563,550.9162,35.118,16.36586,,,,,
17.578,549.2106,35.147,16.38345,,,,,
17.593,547.6371,35.177,16.40128,,,,,
17.607,546.0543,35.206,16.41934,,,,,
17.622,544.497,35.235,16.43742,,,,,
17.637,542.9196,35.265,16.45523,,,,,
17.651,541.2328,35.294,16.47268,,,,,
17.666,539.4837,35.323,16.491,,,,,
17.681,537.8491,35.352,16.50961,,,,,
17.695,536.0263,35.382,16.52792,,,,,
17.71,534.2847,35.411,16.5464,,,,,
17.725,532.5032,35.44,16.56443,,,,,
17.739,530.6939,35.47,16.58202,,,,,
17.754,528.8412,35.499,16.59985,,,,,
17.768,526.9235,35.528,16.6176,,,,,
17.783,525.0092,35.557,16.63488,,,,,
17.798,523.2762,35.587,16.65232,,,,,
17.812,521.4786,35.616,16.67027,,,,,
17.827,519.6864,35.645,16.6878,,,,,
17.842,517.7476,35.675,16.70567,,,,,
17.856,515.9315,35.704,16.72444,,,,,
17.871,514.1501,35.733,16.74414,,,,,
17.886,512.3202,35.762,16.7648,,,,,
17.9,510.5276,35.792,16.78522,,,,,
17.915,508.7446,35.821,16.80523,,,,,
17.93,507.0074,35.85,16.82551,,,,,
17.944,505.2196,35.88,16.84655,,,,,
17.959,503.4371,35.909,16.8675,,,,,
17.973,501.5976,35.938,16.88765,,,,,
17.988,499.6895,35.967,16.90707,,,,,
18.003,497.7698,35.997,16.92647,,,,,
18.017,495.9315,36.026,16.94622,,,,,
18.032,494.2452,36.055,16.96625,,,,,
18.047,492.6709,36.084,16.98718,,,,,
18.061,490.9143,36.114,17.00802,,,,,
18.076,489.0019,36.143,17.0291,,,,,
18.091,487.0833,36.172,17.05032,,,,,
18.105,485.2131,36.202,17.07167,,,,,
18.12,483.4146,36.231,17.09321,,,,,
18.135,481.616,36.26,17.11393,,,,,
18.149,479.6777,36.289,17.13467,,,,,
18.164,477.8087,36.319,17.15571,,,,,
18.178,475.976,36.348,17.17683,,,,,
18.193,474.1633,36.377,17.19758,,,,,
18.208,472.3867,36.407,17.21794,,,,,
18.222,470.5593,36.436,17.23783,,,,,
18.237,468.6981,36.465,17.25722,,,,,
18.252,466.842,36.494,17.27684,,,,,
18.266,464.9385,36.524,17.2968,,,,,
18.281,462.8791,36.553,17.31755,,,,,
18.296,460.8329,36.582,17.33892,,,,,
18.31,459.0609,36.612,17.36053,,,,,
18.325,457.2129,36.641,17.38248,,,,,
18.34,455.3816,36.67,17.405,,,,,
18.354,453.6134,36.699,17.4278,,,,,
18.369,451.8361,36.729,17.44991,,,,,
18.383,449.9942,36.758,17.47172,,,,,
18.398,448.2169,36.787,17.49317,,,,,
18.413,446.4017,36.817,17.51434,,,,,
18.427,444.6628,36.846,17.53535,,,,,
18.442,442.6877,36.875,17.55643,,,,,
18.457,440.7656,36.904,17.57731,,,,,
18.471,438.9679,36.934,17.59782,,,,,
18.486,437.1746,36.963,17.61844,,,,,
18.501,435.2991,36.992,17.6394,,,,,
18.515,433.4444,37.022,17.66023,,,,,
18.53,431.499,37.051,17.68213,,,,,
18.545,429.6431,37.08,17.70347,,,,,
18.559,427.7621,37.109,17.72431,,,,,
18.574,426.0012,37.139,17.74517,,,,,
18.588,424.2839,37.168,17.76606,,,,,
18.603,422.5614,37.197,17.78648,,,,,
18.618,420.8242,37.227,17.80664,,,,,
18.632,419.0337,37.256,17.82716,,,,,
18.647,417.2611,37.285,17.84734,,,,,
18.662,415.5305,37.314,17.86658,,,,,
18.676,413.7792,37.344,17.88542,,,,,
18.691,411.9828,37.373,17.9052,,,,,
18.706,410.2112,37.402,17.92603,,,,,
18.72,408.4735,37.432,17.94677,,,,,
18.735,406.7451,37.461,17.96678,,,,,
18.749,405.0074,37.49,17.98626,,,,,
18.764,403.1701,37.519,18.00747,,,,,
18.779,401.4318,37.549,18.02912,,,,,
18.793,399.7282,37.578,18.04992,,,,,
18.808,398.1269,37.607,18.07031,,,,,
18.823,396.5244,37.637,18.09049,,,,,
18.837,394.8597,37.666,18.10987,,,,,
18.852,393.1521,37.695,18.128,,,,,
18.867,391.4554,37.724,18.14624,,,,,
18.881,389.7883,37.754,18.16488,,,,,
18.896,388.0591,37.783,18.18375,,,,,
18.911,386.3966,37.812,18.2029,,,,,
18.925,384.6788,37.841,18.22257,,,,,
18.94,382.9537,37.871,18.24248,,,,,
18.954,381.2324,37.9,18.2622,,,,,
18.969,379.511,37.929,18.28171,,,,,
18.984,377.793,37.959,18.30062,,,,,
18.998,376.0939,37.988,18.32018,,,,,
19.013,374.533,38.017,18.34008,,,,,
19.028,372.9448,38.046,18.35894,,,,,
19.042,371.2173,38.076,18.3769,,,,,
19.057,369.5703,38.105,18.39463,,,,,
19.072,367.9935,38.134,18.41245,,,,,
19.086,366.4019,38.164,18.43014,,,,,
19.101,364.8012,38.193,18.44775,,,,,
19.116,363.2942,38.222,18.46505,,,,,
19.13,361.7125,38.251,18.48159,,,,,
19.145,360.1135,38.281,18.49916,,,,,
19.159,358.4572,38.31,18.51661,,,,,
19.174,356.8712,38.339,18.53345,,,,,
19.189,355.2581,38.369,18.55005,,,,,
19.203,353.67,38.398,18.56704,,,,,
19.218,352.1354,38.427,18.58436,,,,,
19.233,350.519,38.456,18.60081,,,,,
19.247,348.9322,38.486,18.61724,,,,,
19.262,347.2632,38.515,18.63351,,,,,
19.277,345.8922,38.544,18.65013,,,,,
19.291,344.3823,38.574,18.66662,,,,,
19.306,342.7923,38.603,18.68289,,,,,
19.321,341.2526,38.632,18.6992,,,,,
19.335,339.7674,38.661,18.71532,,,,,
19.35,338.2737,38.691,18.73211,,,,,
19.364,336.8795,38.72,18.74831,,,,,
19.379,335.4592,38.749,18.7641,,,,,
19.394,333.937,38.779,18.77887,,,,,
19.408,332.3914,38.808,18.79387,,,,,
19.423,330.9218,38.837,18.80912,,,,,
19.438,329.4282,38.866,18.82401,,,,,
19.452,327.8674,38.896,18.8387,,,,,
19.467,326.32,38.925,18.85217,,,,,
19.482,324.8214,38.954,18.86459,,,,,
19.496,323.3591,38.984,18.87622,,,,,
19.511,321.9142,39.013,18.88954,,,,,
19.526,320.4702,39.042,18.90372,,,,,
19.54,319.0525,39.071,18.91732,,,,,
19.555,317.6417,39.101,18.93006,,,,,
19.569,316.2298,39.13,18.94274,,,,,
19.584,314.8308,39.159,18.95557,,,,,
19.599,313.4507,39.189,18.96742,,,,,
19.613,312.0586,39.218,18.97892,,,,,
19.628,310.5954,39.247,18.99109,,,,,
19.643,309.0554,39.276,19.00318,,,,,
19.657,307.6017,39.306,19.01526,,,,,
19.672,306.2036,39.335,19.02677,,,,,
19.687,304.8209,39.364,19.03701,,,,,
19.701,303.4168,39.393,19.04736,,,,,
19.716,301.9682,39.423,19.058,,,,,
19.731,300.6271,39.452,19.06843,,,,,
19.745,299.2765,39.481,19.07812,,,,,
19.76,297.96,39.511,19.08833,,,,,
19.774,296.6707,39.54,19.09878,,,,,
19.789,295.3854,39.569,19.1092,,,,,
19.804,294.0817,39.598,19.11965,,,,,
19.818,292.7714,39.628,19.12977,,,,,
19.833,291.4757,39.657,19.13907,,,,,
19.848,290.14,39.686,19.14687,,,,,
19.862,288.8353,39.716,19.15518,,,,,
19.877,287.6227,39.745,19.16349,,,,,
19.892,286.3738,39.774,19.17175,,,,,
19.906,285.0568,39.803,19.1803,,,,,
19.921,283.7775,39.833,19.18899,,,,,
19.935,282.5598,39.862,19.19678,,,,,
19.95,281.3132,39.891,19.2037,,,,,
19.965,280.0223,39.921,19.21052,,,,,
19.979,278.8078,39.95,19.21733,,,,,
19.994,277.6715,39.979,19.22474,,,,,
20.009,276.4127,40.008,19.23247,,,,,
20.023,275.2729,40.038,19.24004,,,,,
20.038,274.1172,40.067,19.24683,,,,,
20.053,272.9022,40.096,19.25245,,,,,
20.067,271.7173,40.126,19.25775,,,,,
20.082,270.5333,40.155,19.26502,,,,,
20.097,269.4062,40.184,19.27167,,,,,
20.111,268.1369,40.213,19.2783,,,,,
20.126,267.0129,40.243,19.28457,,,,,
20.14,265.8756,40.272,19.29018,,,,,
20.155,264.7593,40.301,19.29542,,,,,
20.17,263.6718,40.331,19.30075,,,,,
20.184,262.5573,40.36,19.30552,,,,,
20.199,261.3863,40.389,19.30929,,,,,
20.214,260.2665,40.418,19.31367,,,,,
20.228,259.2235,40.448,19.31904,,,,,
20.243,258.1619,40.477,19.32474,,,,,
20.258,257.0708,40.506,19.33093,,,,,
20.272,256.0277,40.536,19.33696,,,,,
20.287,255.0182,40.565,19.34187,,,,,
20.302,254.0028,40.594,19.34622,,,,,
20.316,252.9952,40.623,19.35018,,,,,
20.331,252.0264,40.653,19.35421,,,,,
20.345,250.981,40.682,19.35789,,,,,
20.36,250.048,40.711,19.36143,,,,,
20.375,249.061,40.741,19.36467,,,,,
20.389,248.0346,40.77,19.36722,,,,,
20.404,247.0204,40.799,19.36929,,,,,
20.419,246.0208,40.828,19.37192,,,,,
20.433,245.0018,40.858,19.37526,,,,,
20.448,243.976,40.887,19.37837,,,,,
20.463,242.978,40.916,19.38214,,,,,
20.477,242.0651,40.946,19.38471,,,,,
20.492,241.1037,40.975,19.38693,,,,,
20.507,240.1428,41.004,19.38931,,,,,
20.521,239.1767,41.033,19.39181,,,,,
20.536,238.2436,41.063,19.39423,,,,,
20.55,237.3617,41.092,19.39576,,,,,
20.565,236.4249,41.121,19.3976,,,,,
20.58,235.4426,41.15,19.39738,,,,,
20.594,234.4972,41.18,19.39798,,,,,
20.609,233.5858,41.209,19.39848,,,,,
20.624,232.6978,41.238,19.39898,,,,,
20.638,231.7823,41.268,19.3998,,,,,
20.653,230.8404,41.297,19.40087,,,,,
20.668,229.9339,41.326,19.40268,,,,,
20.682,229.1019,41.355,19.40174,,,,,
20.697,228.2117,41.385,19.40151,,,,,
20.712,227.3249,41.414,19.40158,,,,,
20.726,226.4873,41.443,19.40192,,,,,
20.741,225.6981,41.473,19.40192,,,,,
20.755,224.8936,41.502,19.4016,,,,,
20.77,224.0679,41.531,19.40152,,,,,
20.785,223.2701,41.56,19.40147,,,,,
20.799,222.5156,41.59,19.40045,,,,,
20.814,221.6698,41.619,19.40051,,,,,
20.829,220.8506,41.648,19.39973,,,,,
20.843,220.0369,41.678,19.39872,,,,,
20.858,219.1059,41.707,19.39794,,,,,
20.873,218.2513,41.736,19.39737,,,,,
20.887,217.4801,41.765,19.39644,,,,,
20.902,216.7103,41.795,19.39453,,,,,
20.917,215.8995,41.824,19.39292,,,,,
20.931,215.0578,41.853,19.39007,,,,,
20.946,214.3518,41.883,19.38784,,,,,
20.96,213.6155,41.912,19.38686,,,,,
20.975,212.8743,41.941,19.38581,,,,,
20.99,212.0932,41.97,19.3841,,,,,
21.004,211.3214,42,19.3814,,,,,
21.019,210.614,42.029,19.37741,,,,,
21.034,209.9324,42.058,19.37422,,,,,
21.048,209.1507,42.088,19.37256,,,,,
21.063,208.3818,42.117,19.37007,,,,,
21.078,207.6933,42.146,19.36716,,,,,
21.092,206.8907,42.175,19.36432,,,,,
21.107,206.1315,42.205,19.36118,,,,,
21.121,205.4359,42.234,19.35761,,,,,
21.136,204.7469,42.263,19.35413,,,,,
21.151,204.0243,42.293,19.35073,,,,,
21.165,203.2972,42.322,19.34798,,,,,
21.18,202.6157,42.351,19.34472,,,,,
21.195,201.8575,42.38,19.34068,,,,,
21.209,201.0673,42.41,19.33633,,,,,
21.224,200.32,42.439,19.33169,,,,,
21.239,199.6096,42.468,19.32653,,,,,
21.253,198.9574,42.498,19.32097,,,,,
21.268,198.3381,42.527,19.31595,,,,,
21.283,197.6759,42.556,19.31349,,,,,
21.297,197.0267,42.585,19.30975,,,,,
21.312,196.3289,42.615,19.30565,,,,,
21.326,195.724,42.644,19.30144,,,,,
21.341,195.1586,42.673,19.29719,,,,,
21.356,194.5805,42.702,19.29274,,,,,
21.37,193.9709,42.732,19.28802,,,,,
21.385,193.337,42.761,19.28325,,,,,
21.4,192.6974,42.79,19.27798,,,,,
21.414,192.0676,42.82,19.27397,,,,,
21.429,191.4405,42.849,19.26992,,,,,
21.444,190.7524,42.878,19.26598,,,,,
21.458,190.1746,42.907,19.26163,,,,,
21.473,189.608,42.937,19.25657,,,,,
21.488,189.0304,42.966,19.25109,,,,,
21.502,188.4131,42.995,19.24567,,,,,
21.517,187.7617,43.025,19.24009,,,,,
21.531,187.1878,43.054,19.23478,,,,,
21.546,186.5531,43.083,19.23004,,,,,
21.561,185.8569,43.112,19.22463,,,,,
21.575,185.1833,43.142,19.21961,,,,,
21.59,184.5012,43.171,19.21502,,,,,
21.605,183.8629,43.2,19.21028,,,,,
21.619,183.2257,43.23,19.20514,,,,,
21.634,182.5547,43.259,19.19991,,,,,
21.649,181.9502,43.288,19.19425,,,,,
21.663,181.4049,43.317,19.18893,,,,,
21.678,180.7972,43.347,19.18237,,,,,
21.693,180.2761,43.376,19.17564,,,,,
21.707,179.7735,43.405,19.16895,,,,,
21.722,179.2378,43.435,19.16224,,,,,
21.736,178.6974,43.464,19.15547,,,,,
21.751,178.1745,43.493,19.14805,,,,,
21.766,177.6243,43.522,19.14027,,,,,
21.78,177.0191,43.552,19.13299,,,,,
21.795,176.4717,43.581,19.12551,,,,,
21.81,175.8811,43.61,19.11891,,,,,
21.824,175.3547,43.64,19.11292,,,,,
21.839,174.8066,43.669,19.10696,,,,,
21.854,174.2572,43.698,19.10092,,,,,
21.868,173.7335,43.727,19.09508,,,,,
21.883,173.212,43.757,19.08941,,,,,
21.898,172.698,43.786,19.08259,,,,,
21.912,172.0984,43.815,19.07634,,,,,
21.927,171.6501,43.845,19.06988,,,,,
21.941,171.1058,43.874,19.06362,,,,,
21.956,170.5787,43.903,19.05746,,,,,
21.971,170.0538,43.932,19.05079,,,,,
21.985,169.5179,43.962,19.04337,,,,,
22,168.9929,43.991,19.03582,,,,,
22.015,168.4587,44.02,19.02839,,,,,
22.029,167.9531,44.05,19.02093,,,,,
22.044,167.4868,44.079,19.01377,,,,,
22.059,166.9746,44.108,19.00645,,,,,
22.073,166.4456,44.137,18.99901,,,,,
22.088,165.921,44.167,18.99166,,,,,
22.103,165.4144,44.196,18.98439,,,,,
22.117,164.9316,44.225,18.97714,,,,,
22.132,164.4633,44.255,18.97028,,,,,
22.146,163.9675,44.284,18.96256,,,,,
22.161,163.4201,44.313,18.95558,,,,,
22.176,162.9021,44.342,18.94866,,,,,
22.19,162.4454,44.372,18.94084,,,,,
22.205,161.9398,44.401,18.93227,,,,,
22.22,161.4074,44.43,18.92372,,,,,
22.234,160.9136,44.459,18.91499,,,,,
22.249,160.4443,44.489,18.9077,,,,,
22.264,159.9913,44.518,18.90012,,,,,
22.278,159.6176,44.547,18.8923,,,,,
22.293,159.0889,44.577,18.88405,,,,,
22.308,158.5941,44.606,18.87529,,,,,
22.322,158.1302,44.635,18.86638,,,,,
22.337,157.6548,44.664,18.85768,,,,,
22.351,157.1589,44.694,18.84896,,,,,
22.366,156.6659,44.723,18.84129,,,,,
22.381,156.1774,44.752,18.83324,,,,,
22.395,155.731,44.782,18.82471,,,,,
22.41,155.3114,44.811,18.81568,,,,,
22.425,154.8947,44.84,18.80692,,,,,
22.439,154.4574,44.869,18.7984,,,,,
22.454,154.0668,44.899,18.78992,,,,,
22.469,153.6876,44.928,18.78199,,,,,
22.483,153.2521,44.957,18.77472,,,,,
22.498,152.8741,44.987,18.76643,,,,,
22.512,152.4824,45.016,18.75831,,,,,
22.527,152.0417,45.045,18.74933,,,,,
22.542,151.5307,45.074,18.74091,,,,,
22.556,151.0685,45.104,18.73235,,,,,
22.571,150.6519,45.133,18.72328,,,,,
22.586,150.2302,45.162,18.71475,,,,,
22.6,149.7892,45.192,18.70552,,,,,
22.615,149.3653,45.221,18.69652,,,,,
22.63,148.8976,45.25,18.6859,,,,,
22.644,148.5418,45.279,18.67587,,,,,
22.659,148.1684,45.309,18.66683,,,,,
22.674,147.8356,45.338,18.65826,,,,,
22.688,147.4793,45.367,18.64974,,,,,
22.703,147.0649,45.397,18.64132,,,,,
22.717,146.6398,45.426,18.63324,,,,,
22.732,146.2788,45.455,18.62585,,,,,
22.747,145.9513,45.484,18.61685,,,,,
22.761,145.538,45.514,18.60734,,,,,
22.776,145.2189,45.543,18.59772,,,,,
22.791,144.7865,45.572,18.5886,,,,,
22.805,144.3797,45.602,18.57975,,,,,
22.82,143.9977,45.631,18.57048,,,,,
22.835,143.6114,45.66,18.56094,,,,,
22.849,143.2457,45.689,18.55211,,,,,
22.864,142.8569,45.719,18.54275,,,,,
22.879,142.5055,45.748,18.5341,,,,,
22.893,142.168,45.777,18.52556,,,,,
22.908,141.8634,45.807,18.51682,,,,,
22.922,141.5241,45.836,18.50736,,,,,
22.937,141.1385,45.865,18.49758,,,,,
22.952,140.722,45.894,18.48877,,,,,
22.966,140.3062,45.924,18.47885,,,,,
22.981,139.9416,45.953,18.4699,,,,,
22.996,139.581,45.982,18.46038,,,,,
23.01,139.1868,46.012,18.45073,,,,,
23.025,138.7948,46.041,18.44083,,,,,
23.04,138.4216,46.07,18.4311,,,,,
23.054,138.0744,46.099,18.42165,,,,,
23.069,137.7395,46.129,18.41194,,,,,
23.084,137.4067,46.158,18.40204,,,,,
23.098,137.0805,46.187,18.39219,,,,,
23.113,136.6837,46.216,18.38243,,,,,
23.127,136.3471,46.246,18.37297,,,,,
23.142,135.9776,46.275,18.36333,,,,,
23.157,135.5878,46.304,18.35362,,,,,
23.171,135.2255,46.334,18.3439,,,,,
23.186,134.8924,46.363,18.33404,,,,,
23.201,134.5755,46.392,18.32434,,,,,
23.215,134.2843,46.421,18.31465,,,,,
23.23,133.9851,46.451,18.30392,,,,,
23.245,133.6313,46.48,18.29334,,,,,
23.259,133.2758,46.509,18.28413,,,,,
23.274,132.9713,46.539,18.27503,,,,,
23.289,132.5857,46.568,18.26524,,,,,
23.303,132.1868,46.597,18.25557,,,,,
23.318,131.8419,46.626,18.24686,,,,,
23.332,131.4737,46.656,18.2381,,,,,
23.347,131.0697,46.685,18.22965,,,,,
23.362,130.7293,46.714,18.22139,,,,,
23.376,130.3806,46.744,18.21264,,,,,
23.391,130.0269,46.773,18.20312,,,,,
23.406,129.6636,46.802,18.1935,,,,,
23.42,129.3426,46.831,18.18415,,,,,
23.435,129.0441,46.861,18.17435,,,,,
23.45,128.7024,46.89,18.16437,,,,,
23.464,128.3614,46.919,18.15406,,,,,
23.479,127.9899,46.949,18.14333,,,,,
23.494,127.5719,46.978,18.13218,,,,,
23.508,127.2332,47.007,18.12129,,,,,
23.523,126.8342,47.036,18.11058,,,,,
23.537,126.4804,47.066,18.09988,,,,,
23.552,126.1619,47.095,18.08958,,,,,
23.567,125.7788,47.124,18.07985,,,,,
23.581,125.3954,47.154,18.07104,,,,,
23.596,125.0584,47.183,18.06126,,,,,
23.611,124.7155,47.212,18.05207,,,,,
23.625,124.4525,47.241,18.04252,,,,,
23.64,124.1721,47.271,18.03337,,,,,
23.655,123.8398,47.3,18.02457,,,,,
23.669,123.4973,47.329,18.01495,,,,,
23.684,123.1853,47.359,18.00551,,,,,
23.698,122.8753,47.388,17.99576,,,,,
23.713,122.5035,47.417,17.98577,,,,,
23.728,122.1359,47.446,17.97631,,,,,
23.742,121.7923,47.476,17.96683,,,,,
23.757,121.4471,47.505,17.95668,,,,,
23.772,121.1323,47.534,17.94682,,,,,
23.786,120.8325,47.564,17.9382,,,,,
23.801,120.5284,47.593,17.92919,,,,,
23.816,120.2134,47.622,17.92035,,,,,
23.83,119.8344,47.651,17.91088,,,,,
23.845,119.5422,47.681,17.90055,,,,,
23.86,119.2294,47.71,17.8899,,,,,
23.874,118.9034,47.739,17.879,,,,,
23.889,118.5423,47.769,17.86866,,,,,
23.903,118.2379,47.798,17.85936,,,,,
23.918,117.9545,47.827,17.85022,,,,,
23.933,117.6022,47.856,17.84137,,,,,
23.947,117.3326,47.886,17.83186,,,,,
23.962,117.0033,47.915,17.82286,,,,,
23.977,116.6562,47.944,17.81424,,,,,
23.991,116.3978,47.973,17.80574,,,,,
24.006,116.142,48.003,17.7972,,,,,
24.021,115.8565,48.032,17.78847,,,,,
24.035,115.5729,48.061,17.77938,,,,,
24.05,115.3133,48.091,17.77005,,,,,
24.065,115.0245,48.12,17.76058,,,,,
24.079,114.6684,48.149,17.75146,,,,,
24.094,114.3495,48.178,17.74189,,,,,
24.108,114.0585,48.208,17.73349,,,,,
24.123,113.8041,48.237,17.72483,,,,,
24.138,113.559,48.266,17.71557,,,,,
24.152,113.308,48.296,17.70725,,,,,
24.167,113.0304,48.325,17.69804,,,,,
24.182,112.7149,48.354,17.68891,,,,,
24.196,112.5027,48.383,17.6799,,,,,
24.211,112.2581,48.413,17.67035,,,,,
24.226,111.9131,48.442,17.66113,,,,,
24.24,111.6112,48.471,17.65265,,,,,
24.255,111.2987,48.501,17.64446,,,,,
24.27,110.991,48.53,17.636,,,,,
24.284,110.7194,48.559,17.6274,,,,,
24.299,110.4606,48.588,17.61778,,,,,
24.313,110.2052,48.618,17.60856,,,,,
24.328,109.9803,48.647,17.59965,,,,,
24.343,109.5584,48.676,17.59102,,,,,
24.357,109.2419,48.706,17.58325,,,,,
24.372,108.9444,48.735,17.57518,,,,,
24.387,108.6325,48.764,17.5659,,,,,
24.401,108.3819,48.793,17.5571,,,,,
24.416,108.219,48.823,17.54877,,,,,
24.431,107.9539,48.852,17.54186,,,,,
24.445,107.666,48.881,17.53453,,,,,
24.46,107.3833,48.911,17.52673,,,,,
24.475,107.0566,48.94,17.51871,,,,,
24.489,106.8177,48.969,17.51061,,,,,
24.504,106.5447,48.998,17.50247,,,,,
24.518,106.1931,49.028,17.49409,,,,,
24.533,105.8554,49.057,17.48474,,,,,
24.548,105.5913,49.086,17.4771,,,,,
24.562,105.3484,49.116,17.469,,,,,
24.577,105.0265,49.145,17.46017,,,,,
24.592,104.7462,49.174,17.45119,,,,,
24.606,104.4999,49.203,17.4428,,,,,
24.621,104.2722,49.233,17.43509,,,,,
24.636,104.0173,49.262,17.4274,,,,,
24.65,103.7473,49.291,17.41918,,,,,
24.665,103.5313,49.321,17.41043,,,,,
24.68,103.2218,49.35,17.40169,,,,,
24.694,102.8979,49.379,17.39477,,,,,
24.709,102.6259,49.408,17.38798,,,,,
24.723,102.3804,49.438,17.38062,,,,,
24.738,102.0328,49.467,17.37294,,,,,
24.753,101.6893,49.496,17.36529,,,,,
24.767,101.441,49.525,17.35762,,,,,
24.782,101.2006,49.555,17.35137,,,,,
24.797,100.9634,49.584,17.34224,,,,,
24.811,100.7754,49.613,17.33347,,,,,
24.826,100.4632,49.643,17.32408,,,,,
24.841,100.1746,49.672,17.31496,,,,,
24.855,99.92358,49.701,17.30681,,,,,
24.87,99.66217,49.73,17.29902,,,,,
24.885,99.39124,49.76,17.29044,,,,,
24.899,99.15745,49.789,17.28238,,,,,
24.914,98.94435,49.818,17.27387,,,,,
24.928,98.72226,49.848,17.26594,,,,,
24.943,98.42392,49.877,17.25752,,,,,
24.958,98.18247,49.906,17.24965,,,,,
24.972,97.9443,49.935,17.24207,,,,,
24.987,97.63657,49.965,17.23428,,,,,
25.002,97.36935,49.994,17.22696,,,,,
25.016,97.20955,50.023,17.21999,,,,,
25.031,96.91211,50.053,17.2122,,,,,
25.046,96.67397,50.082,17.20395,,,,,
25.06,96.53355,50.111,17.19627,,,,,
25.075,96.2745,50.14,17.18895,,,,,
25.089,96.03819,50.17,17.18166,,,,,
25.104,95.82809,50.199,17.17443,,,,,
25.119,95.59128,50.228,17.16793,,,,,
25.133,95.33955,50.258,17.16322,,,,,
25.148,95.14865,50.287,17.15696,,,,,
25.163,94.90091,50.316,17.14986,,,,,
25.177,94.77836,50.345,17.14163,,,,,
25.192,94.59089,50.375,17.13485,,,,,
25.207,94.34547,50.404,17.12791,,,,,
25.221,94.13236,50.433,17.12036,,,,,
25.236,93.87554,50.463,17.11342,,,,,
25.251,93.55333,50.492,17.10551,,,,,
25.265,93.28461,50.521,17.09753,,,,,
25.28,92.98182,50.55,17.09015,,,,,
25.294,92.74833,50.58,17.0825,,,,,
25.309,92.54771,50.609,17.07542,,,,,
25.324,92.30725,50.638,17.06881,,,,,
25.338,92.07918,50.668,17.0624,,,,,
25.353,91.8606,50.697,17.05617,,,,,
25.368,91.63406,50.726,17.04995,,,,,
25.382,91.39613,50.755,17.04286,,,,,
25.397,91.13557,50.785,17.0352,,,,,
25.412,90.9127,50.814,17.02782,,,,,
25.426,90.72591,50.843,17.01997,,,,,
25.441,90.48014,50.873,17.01248,,,,,
25.456,90.23131,50.902,17.00512,,,,,
25.47,90.04176,50.931,16.99777,,,,,
25.485,89.84817,50.96,16.99149,,,,,
25.499,89.59187,50.99,16.98525,,,,,
25.514,89.3966,51.019,16.97874,,,,,
25.529,89.20426,51.048,16.97233,,,,,
25.543,89.00053,51.078,16.96617,,,,,
25.558,88.77872,51.107,16.96017,,,,,
25.573,88.62707,51.136,16.95382,,,,,
25.587,88.46107,51.165,16.94709,,,,,
25.602,88.23564,51.195,16.94052,,,,,
25.617,87.9919,51.224,16.93394,,,,,
25.631,87.7663,51.253,16.92774,,,,,
25.646,87.46167,51.282,16.92168,,,,,
25.661,87.2334,51.312,16.91663,,,,,
25.675,86.99108,51.341,16.91169,,,,,
25.69,86.74789,51.37,16.90616,,,,,
25.704,86.4952,51.4,16.90021,,,,,
25.719,86.23588,51.429,16.8942,,,,,
25.734,86.00577,51.458,16.88757,,,,,
25.748,85.82896,51.487,16.88149,,,,,
25.763,85.60565,51.517,16.87526,,,,,
25.778,85.39597,51.546,16.86894,,,,,
25.792,85.19653,51.575,16.86271,,,,,
25.807,84.95722,51.605,16.85679,,,,,
25.822,84.76556,51.634,16.85093,,,,,
25.836,84.57645,51.663,16.84465,,,,,
25.851,84.34778,51.692,16.83812,,,,,
25.866,84.1108,51.722,16.83253,,,,,
25.88,83.86599,51.751,16.82683,,,,,
