Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Conc B,,Fraction,,Injection,,
ml,mAU,ml,%,ml,Fraction,ml,Injection,
133.524,84.25542,,,,,,,
133.529,84.24738,,,,,,,
133.534,84.22794,,,,,,,
133.538,84.21365,,,,,,,
133.543,84.20428,,,,,,,
133.548,84.20465,,,,,,,
133.552,84.20306,,,,,,,
133.557,84.19303,,,,,,,
133.562,84.17927,,,,,,,
133.566,84.17204,,,,,,,
133.571,84.156,,,,,,,
133.576,84.14824,,,,,,,
133.58,84.13288,,,,,,,
133.585,84.11935,,,,,,,
133.59,84.1224,,,,,,,
133.594,84.12473,,,,,,,
133.599,84.12661,,,,,,,
133.604,84.12186,,,,,,,
133.608,84.12182,,,,,,,
133.613,84.11195,,,,,,,
133.618,84.10697,,,,,,,
133.622,84.10719,,,,,,,
133.627,84.10738,,,,,,,
133.632,84.11018,,,,,,,
133.636,84.10719,,,,,,,
133.641,84.10448,,,,,,,
133.646,84.09956,,,,,,,
133.651,84.09068,,,,,,,
133.655,84.08794,,,,,,,
133.66,84.08556,,,,,,,
133.665,84.07922,,,,,,,
133.669,84.07653,,,,,,,
133.674,84.07175,,,,,,,
133.679,84.07042,,,,,,,
133.683,84.08029,,,,,,,
133.688,84.07697,,,,,,,
133.693,84.06667,,,,,,,
133.697,84.06373,,,,,,,
133.702,84.05316,,,,,,,
133.707,84.04698,,,,,,,
133.711,84.04031,,,,,,,
133.716,84.03432,,,,,,,
133.721,84.03635,,,,,,,
133.725,84.01919,,,,,,,
133.73,84.01017,,,,,,,
133.735,84.00691,,,,,,,
133.739,84.00053,,,,,,,
133.744,83.99752,,,,,,,
133.749,84.00267,,,,,,,
133.753,84.00306,,,,,,,
133.758,83.99596,,,,,,,
133.763,83.98199,,,,,,,
133.767,83.97419,,,,,,,
133.772,83.96753,,,,,,,
133.777,83.96265,,,,,,,
133.781,83.9352,,,,,,,
133.786,83.92379,,,,,,,
133.791,83.91841,,,,,,,
133.795,83.91084,,,,,,,
133.8,83.91129,,,,,,,
133.805,83.90949,,,,,,,
133.81,83.90289,,,,,,,
133.814,83.90363,,,,,,,
133.819,83.88942,,,,,,,
133.824,83.88392,,,,,,,
133.828,83.88172,,,,,,,
133.833,83.8708,,,,,,,
133.838,83.86827,,,,,,,
133.842,83.85413,,,,,,,
133.847,83.84181,,,,,,,
133.852,83.84104,,,,,,,
133.856,83.82627,,,,,,,
133.861,83.82803,,,,,,,
133.866,83.82382,,,,,,,
133.87,83.80991,,,,,,,
133.875,83.80606,,,,,,,
133.88,83.80717,,,,,,,
133.884,83.81244,,,,,,,
133.889,83.80436,,,,,,,
133.894,83.79785,,,,,,,
133.898,83.78372,,,,,,,
133.903,83.76855,,,,,,,
133.908,83.75974,,,,,,,
133.912,83.75193,,,,,,,
133.917,83.75078,,,,,,,
133.922,83.74828,,,,,,,
133.926,83.73972,,,,,,,
133.931,83.73277,,,,,,,
133.936,83.72829,,,,,,,
133.94,83.73167,,,,,,,
133.945,83.74849,,,,,,,
133.95,83.73782,,,,,,,
133.954,83.7334,,,,,,,
133.959,83.73846,,,,,,,
133.964,83.73197,,,,,,,
133.969,83.74252,,,,,,,
133.973,83.74334,,,,,,,
133.978,83.73852,,,,,,,
133.983,83.73598,,,,,,,
133.987,83.72744,,,,,,,
133.992,83.73038,,,,,,,
133.997,83.72311,,,,,,,
134.001,83.72311,,,,,,,
134.006,83.71245,,,,,,,
134.011,83.70065,,,,,,,
134.015,83.69329,,,,,,,
134.02,83.68756,,,,,,,
134.025,83.67972,,,,,,,
134.029,83.67874,,,,,,,
134.034,83.67793,,,,,,,
134.039,83.67493,,,,,,,
134.043,83.67005,,,,,,,
134.048,83.6663,,,,,,,
134.053,83.65611,,,,,,,
134.057,83.64809,,,,,,,
134.062,83.6414,,,,,,,
134.067,83.64157,,,,,,,
134.071,83.63029,,,,,,,
134.076,83.62506,,,,,,,
134.081,83.61089,,,,,,,
134.085,83.6069,,,,,,,
134.09,83.6036,,,,,,,
134.095,83.60339,,,,,,,
134.099,83.60795,,,,,,,
134.104,83.61188,,,,,,,
134.109,83.60863,,,,,,,
134.113,83.60506,,,,,,,
134.118,83.59338,,,,,,,
134.123,83.59505,,,,,,,
134.128,83.60453,,,,,,,
134.132,83.60485,,,,,,,
134.137,83.59909,,,,,,,
134.142,83.58943,,,,,,,
134.146,83.58403,,,,,,,
134.151,83.58485,,,,,,,
134.156,83.58099,,,,,,,
134.16,83.57056,,,,,,,
134.165,83.56366,,,,,,,
134.17,83.54678,,,,,,,
134.174,83.54668,,,,,,,
134.179,83.53807,,,,,,,
134.184,83.53677,,,,,,,
134.188,83.53876,,,,,,,
134.193,83.5365,,,,,,,
134.198,83.52361,,,,,,,
134.202,83.51968,,,,,,,
134.207,83.52177,,,,,,,
134.212,83.52005,,,,,,,
134.216,83.51302,,,,,,,
134.221,83.50702,,,,,,,
134.226,83.48984,,,,,,,
134.23,83.48781,,,,,,,
134.235,83.48595,,,,,,,
134.24,83.48702,,,,,,,
134.244,83.48116,,,,,,,
134.249,83.46377,,,,,,,
134.254,83.46044,,,,,,,
134.258,83.45994,,,,,,,
134.263,83.45912,,,,,,,
134.268,83.46125,,,,,,,
134.272,83.45501,,,,,,,
134.277,83.45214,,,,,,,
134.282,83.45636,,,,,,,
134.286,83.44299,,,,,,,
134.291,83.42764,,,,,,,
134.296,83.42592,,,,,,,
134.301,83.42296,,,,,,,
134.305,83.42613,,,,,,,
134.31,83.41251,,,,,,,
134.315,83.40441,,,,,,,
134.319,83.40322,,,,,,,
134.324,83.39636,,,,,,,
134.329,83.37951,,,,,,,
134.333,83.36549,,,,,,,
134.338,83.34856,,,,,,,
134.343,83.33698,,,,,,,
134.347,83.33217,,,,,,,
134.352,83.32726,,,,,,,
134.357,83.32581,,,,,,,
134.361,83.31039,,,,,,,
134.366,83.31369,,,,,,,
134.371,83.31338,,,,,,,
134.375,83.31371,,,,,,,
134.38,83.31039,,,,,,,
134.385,83.31396,,,,,,,
134.389,83.30396,,,,,,,
134.394,83.29421,,,,,,,
134.399,83.28075,,,,,,,
134.403,83.26353,,,,,,,
134.408,83.26147,,,,,,,
134.413,83.25099,,,,,,,
134.417,83.25873,,,,,,,
134.422,83.25253,,,,,,,
134.427,83.25462,,,,,,,
134.431,83.25163,,,,,,,
134.436,83.25082,,,,,,,
134.441,83.24797,,,,,,,
134.445,83.24579,,,,,,,
134.45,83.24342,,,,,,,
134.455,83.23508,,,,,,,
134.46,83.22102,,,,,,,
134.464,83.20914,,,,,,,
134.469,83.19698,,,,,,,
134.474,83.18099,,,,,,,
134.478,83.16721,,,,,,,
134.483,83.15434,,,,,,,
134.488,83.1479,,,,,,,
134.492,83.14397,,,,,,,
134.497,83.13058,,,,,,,
134.502,83.12833,,,,,,,
134.506,83.12447,,,,,,,
134.511,83.13258,,,,,,,
134.516,83.13,,,,,,,
134.52,83.11477,,,,,,,
134.525,83.10099,,,,,,,
134.53,83.09369,,,,,,,
134.534,83.07563,,,,,,,
134.539,83.06667,,,,,,,
134.544,83.06926,,,,,,,
134.548,83.05297,,,,,,,
134.553,83.03725,,,,,,,
134.558,83.03564,,,,,,,
134.562,83.0305,,,,,,,
134.567,83.02839,,,,,,,
134.572,83.02207,,,,,,,
134.576,83.0142,,,,,,,
134.581,83.01035,,,,,,,
134.586,82.99273,,,,,,,
134.59,82.98159,,,,,,,
134.595,82.97665,,,,,,,
134.6,82.96819,,,,,,,
134.604,82.95227,,,,,,,
134.609,82.93456,,,,,,,
134.614,82.91846,,,,,,,
134.619,82.91766,,,,,,,
134.623,82.91811,,,,,,,
134.628,82.90986,,,,,,,
134.633,82.91966,,,,,,,
134.637,82.92544,,,,,,,
134.642,82.91199,,,,,,,
134.647,82.89616,,,,,,,
134.651,82.89581,,,,,,,
134.656,82.884,,,,,,,
134.661,82.88569,,,,,,,
134.665,82.87348,,,,,,,
134.67,82.8764,,,,,,,
134.675,82.87973,,,,,,,
134.679,82.87281,,,,,,,
134.684,82.8674,,,,,,,
134.689,82.86839,,,,,,,
134.693,82.86835,,,,,,,
134.698,82.87149,,,,,,,
134.703,82.86922,,,,,,,
134.707,82.86465,,,,,,,
134.712,82.85555,,,,,,,
134.717,82.83616,,,,,,,
134.721,82.83117,,,,,,,
134.726,82.825,,,,,,,
134.731,82.82098,,,,,,,
134.735,82.81003,,,,,,,
134.74,82.80347,,,,,,,
134.745,82.80828,,,,,,,
134.749,82.8125,,,,,,,
134.754,82.8146,,,,,,,
134.759,82.81528,,,,,,,
134.763,82.81548,,,,,,,
134.768,82.81439,,,,,,,
134.773,82.80536,,,,,,,
134.778,82.81862,,,,,,,
134.782,82.81973,,,,,,,
134.787,82.81953,,,,,,,
134.792,82.81205,,,,,,,
134.796,82.80287,,,,,,,
134.801,82.80007,,,,,,,
134.806,82.8031,,,,,,,
134.81,82.79433,,,,,,,
134.815,82.7971,,,,,,,
134.82,82.80157,,,,,,,
134.824,82.79895,,,,,,,
134.829,82.7926,,,,,,,
134.834,82.79312,,,,,,,
134.838,82.78971,,,,,,,
134.843,82.78943,,,,,,,
134.848,82.78471,,,,,,,
134.852,82.78883,,,,,,,
134.857,82.78362,,,,,,,
134.862,82.78113,,,,,,,
134.866,82.76894,,,,,,,
134.871,82.75275,,,,,,,
134.876,82.73692,,,,,,,
134.88,82.73036,,,,,,,
134.885,82.72477,,,,,,,
134.89,82.71375,,,,,,,
134.894,82.71551,,,,,,,
134.899,82.71709,,,,,,,
134.904,82.71523,,,,,,,
134.908,82.72206,,,,,,,
134.913,82.72531,,,,,,,
134.918,82.7254,,,,,,,
134.922,82.71974,,,,,,,
134.927,82.71693,,,,,,,
134.932,82.70854,,,,,,,
134.937,82.70177,,,,,,,
134.941,82.69772,,,,,,,
134.946,82.707,,,,,,,
134.951,82.70547,,,,,,,
134.955,82.70907,,,,,,,
134.96,82.71016,,,,,,,
134.965,82.70609,,,,,,,
134.969,82.70969,,,,,,,
134.974,82.71097,,,,,,,
134.979,82.71283,,,,,,,
134.983,82.72044,,,,,,,
134.988,82.72965,,,,,,,
134.993,82.72543,,,,,,,
134.997,82.71549,,,,,,,
135.002,82.69855,,,,,,,
135.007,82.69418,,,,,,,
135.011,82.69388,,,,,,,
135.016,82.69038,,,,,,,
135.021,82.68701,,,,,,,
135.025,82.68155,,,,,,,
135.03,82.67155,,,,,,,
135.035,82.67441,,,,,,,
135.039,82.66643,,,,,,,
135.044,82.65008,,,,,,,
135.049,82.64188,,,,,,,
135.053,82.62853,,,,,,,
135.058,82.61239,,,,,,,
135.063,82.60472,,,,,,,
135.067,82.5968,,,,,,,
135.072,82.59731,,,,,,,
135.077,82.59293,,,,,,,
135.081,82.58607,,,,,,,
135.086,82.59104,,,,,,,
135.091,82.59112,,,,,,,
135.096,82.59859,,,,,,,
135.1,82.60905,,,,,,,
135.105,82.60299,,,,,,,
135.11,82.58765,,,,,,,
135.114,82.58376,,,,,,,
135.119,82.58435,,,,,,,
135.124,82.58195,,,,,,,
135.128,82.57801,,,,,,,
135.133,82.57162,,,,,,,
135.138,82.55764,,,,,,,
135.142,82.5689,,,,,,,
135.147,82.56209,,,,,,,
135.152,82.55163,,,,,,,
135.156,82.55732,,,,,,,
135.161,82.56068,,,,,,,
135.166,82.56231,,,,,,,
135.17,82.55859,,,,,,,
135.175,82.55871,,,,,,,
135.18,82.56061,,,,,,,
135.184,82.55339,,,,,,,
135.189,82.54921,,,,,,,
135.194,82.53814,,,,,,,
135.198,82.52079,,,,,,,
135.203,82.52108,,,,,,,
135.208,82.5296,,,,,,,
135.212,82.53333,,,,,,,
135.217,82.51675,,,,,,,
135.222,82.50845,,,,,,,
135.226,82.51375,,,,,,,
135.231,82.51007,,,,,,,
135.236,82.51563,,,,,,,
135.24,82.51128,,,,,,,
135.245,82.50719,,,,,,,
135.25,82.50076,,,,,,,
135.255,82.49315,,,,,,,
135.259,82.48538,,,,,,,
135.264,82.4764,,,,,,,
135.269,82.48354,,,,,,,
135.273,82.47829,,,,,,,
135.278,82.4627,,,,,,,
135.283,82.44106,,,,,,,
135.287,82.43698,,,,,,,
135.292,82.43378,,,,,,,
135.297,82.44579,,,,,,,
135.301,82.43814,,,,,,,
135.306,82.43198,,,,,,,
135.311,82.42,,,,,,,
135.315,82.42096,,,,,,,
135.32,82.42558,,,,,,,
135.325,82.42429,,,,,,,
135.329,82.42887,,,,,,,
135.334,82.43825,,,,,,,
135.339,82.43818,,,,,,,
135.343,82.43389,,,,,,,
135.348,82.44235,,,,,,,
135.353,82.44505,,,,,,,
135.357,82.44365,,,,,,,
135.362,82.44318,,,,,,,
135.367,82.43682,,,,,,,
135.371,82.42542,,,,,,,
135.376,82.41188,,,,,,,
135.381,82.43174,,,,,,,
135.385,82.41692,,,,,,,
135.39,82.41235,,,,,,,
135.395,82.40878,,,,,,,
135.399,82.40202,,,,,,,
135.404,82.38863,,,,,,,
135.409,82.39374,,,,,,,
135.413,82.40022,,,,,,,
135.418,82.38596,,,,,,,
135.423,82.37879,,,,,,,
135.428,82.36885,,,,,,,
135.432,82.3547,,,,,,,
135.437,82.34147,,,,,,,
135.442,82.33039,,,,,,,
135.446,82.32463,,,,,,,
135.451,82.32369,,,,,,,
135.456,82.31798,,,,,,,
135.46,82.30444,,,,,,,
135.465,82.29295,,,,,,,
135.47,82.28778,,,,,,,
135.474,82.2812,,,,,,,
135.479,82.27485,,,,,,,
135.484,82.273,,,,,,,
135.488,82.27759,,,,,,,
135.493,82.26539,,,,,,,
135.498,82.25935,,,,,,,
135.502,82.26119,,,,,,,
135.507,82.26085,,,,,,,
135.512,82.2434,,,,,,,
135.516,82.23807,,,,,,,
135.521,82.22571,,,,,,,
135.526,82.21788,,,,,,,
135.53,82.21593,,,,,,,
135.535,82.2067,,,,,,,
135.54,82.20296,,,,,,,
135.544,82.2021,,,,,,,
135.549,82.18936,,,,,,,
135.554,82.18256,,,,,,,
135.558,82.18394,,,,,,,
135.563,82.18094,,,,,,,
135.568,82.17653,,,,,,,
135.572,82.17944,,,,,,,
135.577,82.17743,,,,,,,
135.582,82.17633,,,,,,,
135.587,82.1713,,,,,,,
135.591,82.16862,,,,,,,
135.596,82.16608,,,,,,,
135.601,82.15693,,,,,,,
135.605,82.15219,,,,,,,
135.61,82.14993,,,,,,,
135.615,82.14864,,,,,,,
135.619,82.15401,,,,,,,
135.624,82.15193,,,,,,,
135.629,82.14804,,,,,,,
135.633,82.14487,,,,,,,
135.638,82.14558,,,,,,,
135.643,82.14272,,,,,,,
135.647,82.13885,,,,,,,
135.652,82.13184,,,,,,,
135.657,82.11897,,,,,,,
135.661,82.12209,,,,,,,
135.666,82.13104,,,,,,,
135.671,82.13171,,,,,,,
135.675,82.13269,,,,,,,
135.68,82.12482,,,,,,,
135.685,82.11021,,,,,,,
135.689,82.10123,,,,,,,
135.694,82.09035,,,,,,,
135.699,82.08307,,,,,,,
135.703,82.08316,,,,,,,
135.708,82.07729,,,,,,,
135.713,82.071,,,,,,,
135.717,82.06752,,,,,,,
135.722,82.06407,,,,,,,
135.727,82.06261,,,,,,,
135.731,82.05732,,,,,,,
135.736,82.05109,,,,,,,
135.741,82.05615,,,,,,,
135.746,82.04491,,,,,,,
135.75,82.04551,,,,,,,
135.755,82.04919,,,,,,,
135.76,82.04493,,,,,,,
135.764,82.04098,,,,,,,
135.769,82.02886,,,,,,,
135.774,82.03139,,,,,,,
135.778,82.0231,,,,,,,
135.783,82.02298,,,,,,,
135.788,82.03278,,,,,,,
135.792,82.0442,,,,,,,
135.797,82.04621,,,,,,,
135.802,82.0398,,,,,,,
135.806,82.0321,,,,,,,
135.811,82.02809,,,,,,,
135.816,82.03576,,,,,,,
135.82,82.03889,,,,,,,
135.825,82.04124,,,,,,,
135.83,82.03911,,,,,,,
135.834,82.03379,,,,,,,
135.839,82.02542,,,,,,,
135.844,82.02431,,,,,,,
135.848,82.02513,,,,,,,
135.853,82.02544,,,,,,,
135.858,82.02193,,,,,,,
135.862,82.02071,,,,,,,
135.867,82.01528,,,,,,,
135.872,82.00699,,,,,,,
135.876,82.00642,,,,,,,
135.881,82.00539,,,,,,,
135.886,82.00822,,,,,,,
135.89,81.98945,,,,,,,
135.895,81.98604,,,,,,,
135.9,81.99153,,,,,,,
135.905,81.98629,,,,,,,
135.909,81.99265,,,,,,,
135.914,81.98207,,,,,,,
135.919,81.96471,,,,,,,
135.923,81.94941,,,,,,,
135.928,81.93953,,,,,,,
135.933,81.93565,,,,,,,
135.937,81.92932,,,,,,,
135.942,81.91956,,,,,,,
135.947,81.90862,,,,,,,
135.951,81.89864,,,,,,,
135.956,81.89635,,,,,,,
135.961,81.89573,,,,,,,
135.965,81.89705,,,,,,,
135.97,81.89665,,,,,,,
135.975,81.89275,,,,,,,
135.979,81.89183,,,,,,,
135.984,81.88464,,,,,,,
135.989,81.88964,,,,,,,
135.993,81.89155,,,,,,,
135.998,81.8845,,,,,,,
136.003,81.87261,,,,,,,
136.007,81.8718,,,,,,,
136.012,81.86964,,,,,,,
136.017,81.86578,,,,,,,
136.021,81.86481,,,,,,,
136.026,81.8632,,,,,,,
136.031,81.85487,,,,,,,
136.035,81.853,,,,,,,
136.04,81.85217,,,,,,,
136.045,81.85695,,,,,,,
136.049,81.85833,,,,,,,
136.054,81.85461,,,,,,,
136.059,81.84982,,,,,,,
136.064,81.84117,,,,,,,
136.068,81.8464,,,,,,,
136.073,81.8371,,,,,,,
136.078,81.83612,,,,,,,
136.082,81.82978,,,,,,,
136.087,81.81915,,,,,,,
136.092,81.81004,,,,,,,
136.096,81.7971,,,,,,,
136.101,81.80196,,,,,,,
136.106,81.79544,,,,,,,
136.11,81.78423,,,,,,,
136.115,81.78734,,,,,,,
136.12,81.7831,,,,,,,
136.124,81.77444,,,,,,,
136.129,81.78527,,,,,,,
136.134,81.78678,,,,,,,
136.138,81.78671,,,,,,,
136.143,81.78794,,,,,,,
136.148,81.79382,,,,,,,
136.152,81.80435,,,,,,,
136.157,81.79939,,,,,,,
136.162,81.79014,,,,,,,
136.166,81.77166,,,,,,,
136.171,81.75974,,,,,,,
136.176,81.75669,,,,,,,
136.18,81.74504,,,,,,,
136.185,81.73922,,,,,,,
136.19,81.73507,,,,,,,
136.194,81.73057,,,,,,,
136.199,81.72787,,,,,,,
136.204,81.72076,,,,,,,
136.208,81.7196,,,,,,,
136.213,81.71936,,,,,,,
136.218,81.71884,,,,,,,
136.223,81.71713,,,,,,,
136.227,81.71131,,,,,,,
136.232,81.706,,,,,,,
136.237,81.71049,,,,,,,
136.241,81.70428,,,,,,,
136.246,81.69528,,,,,,,
136.251,81.68005,,,,,,,
136.255,81.66456,,,,,,,
136.26,81.64939,,,,,,,
136.265,81.65068,,,,,,,
136.269,81.65646,,,,,,,
136.274,81.65701,,,,,,,
136.279,81.65615,,,,,,,
136.283,81.65563,,,,,,,
136.288,81.65408,,,,,,,
136.293,81.65165,,,,,,,
136.297,81.65208,,,,,,,
136.302,81.64708,,,,,,,
136.307,81.64021,,,,,,,
136.311,81.62894,,,,,,,
136.316,81.62067,,,,,,,
136.321,81.61423,,,,,,,
136.325,81.6097,,,,,,,
136.33,81.59553,,,,,,,
136.335,81.58096,,,,,,,
136.339,81.57104,,,,,,,
136.344,81.56914,,,,,,,
136.349,81.56083,,,,,,,
136.353,81.56171,,,,,,,
136.358,81.56024,,,,,,,
136.363,81.56168,,,,,,,
136.367,81.55738,,,,,,,
136.372,81.54411,,,,,,,
136.377,81.53671,,,,,,,
136.382,81.52908,,,,,,,
136.386,81.51474,,,,,,,
136.391,81.50153,,,,,,,
136.396,81.492,,,,,,,
136.4,81.49657,,,,,,,
136.405,81.5051,,,,,,,
136.41,81.5115,,,,,,,
136.414,81.50719,,,,,,,
136.419,81.50033,,,,,,,
136.424,81.49924,,,,,,,
136.428,81.49664,,,,,,,
136.433,81.50725,,,,,,,
136.438,81.50563,,,,,,,
136.442,81.49726,,,,,,,
136.447,81.48392,,,,,,,
136.452,81.47847,,,,,,,
136.456,81.47865,,,,,,,
136.461,81.48078,,,,,,,
136.466,81.47539,,,,,,,
136.47,81.47421,,,,,,,
136.475,81.47546,,,,,,,
136.48,81.47295,,,,,,,
136.484,81.46187,,,,,,,
136.489,81.45489,,,,,,,
136.494,81.45748,,,,,,,
136.498,81.44912,,,,,,,
136.503,81.43633,,,,,,,
136.508,81.41574,,,,,,,
136.512,81.41536,,,,,,,
136.517,81.41689,,,,,,,
136.522,81.41376,,,,,,,
136.526,81.41061,,,,,,,
136.531,81.4016,,,,,,,
136.536,81.39886,,,,,,,
136.541,81.38781,,,,,,,
136.545,81.39129,,,,,,,
136.55,81.39288,,,,,,,
136.555,81.38666,,,,,,,
136.559,81.38163,,,,,,,
136.564,81.38055,,,,,,,
136.569,81.37362,,,,,,,
136.573,81.36339,,,,,,,
136.578,81.35879,,,,,,,
136.583,81.36592,,,,,,,
136.587,81.37527,,,,,,,
136.592,81.36913,,,,,,,
136.597,81.37117,,,,,,,
136.601,81.36778,,,,,,,
136.606,81.37323,,,,,,,
136.611,81.36994,,,,,,,
136.615,81.35609,,,,,,,
136.62,81.35111,,,,,,,
136.625,81.3508,,,,,,,
136.629,81.3437,,,,,,,
136.634,81.34061,,,,,,,
136.639,81.33331,,,,,,,
136.643,81.33317,,,,,,,
136.648,81.32951,,,,,,,
136.653,81.3341,,,,,,,
136.657,81.32585,,,,,,,
136.662,81.31787,,,,,,,
136.667,81.31514,,,,,,,
136.671,81.32424,,,,,,,
136.676,81.32549,,,,,,,
136.681,81.31561,,,,,,,
136.685,81.31039,,,,,,,
136.69,81.31238,,,,,,,
136.695,81.30791,,,,,,,
136.7,81.30429,,,,,,,
136.704,81.29572,,,,,,,
136.709,81.30197,,,,,,,
136.714,81.30338,,,,,,,
136.718,81.30565,,,,,,,
136.723,81.29931,,,,,,,
136.728,81.30874,,,,,,,
136.732,81.31072,,,,,,,
136.737,81.30684,,,,,,,
136.742,81.30226,,,,,,,
136.746,81.29216,,,,,,,
136.751,81.28818,,,,,,,
136.756,81.28487,,,,,,,
136.76,81.27744,,,,,,,
136.765,81.27504,,,,,,,
136.77,81.26759,,,,,,,
136.774,81.25365,,,,,,,
136.779,81.24661,,,,,,,
136.784,81.24712,,,,,,,
136.788,81.25906,,,,,,,
136.793,81.24837,,,,,,,
136.798,81.24308,,,,,,,
136.802,81.23679,,,,,,,
136.807,81.2346,,,,,,,
136.812,81.23632,,,,,,,
136.816,81.2308,,,,,,,
136.821,81.23464,,,,,,,
136.826,81.22848,,,,,,,
136.83,81.21218,,,,,,,
136.835,81.21287,,,,,,,
136.84,81.21402,,,,,,,
136.844,81.21268,,,,,,,
136.849,81.20793,,,,,,,
136.854,81.19856,,,,,,,
136.859,81.20232,,,,,,,
136.863,81.20309,,,,,,,
136.868,81.19676,,,,,,,
136.873,81.19882,,,,,,,
136.877,81.20169,,,,,,,
136.882,81.20103,,,,,,,
136.887,81.1903,,,,,,,
136.891,81.18102,,,,,,,
136.896,81.18466,,,,,,,
136.901,81.19228,,,,,,,
136.905,81.18748,,,,,,,
136.91,81.17802,,,,,,,
136.915,81.17419,,,,,,,
136.919,81.16653,,,,,,,
136.924,81.16428,,,,,,,
136.929,81.15924,,,,,,,
136.933,81.16463,,,,,,,
136.938,81.15199,,,,,,,
136.943,81.15398,,,,,,,
136.947,81.14671,,,,,,,
136.952,81.15447,,,,,,,
136.957,81.15473,,,,,,,
136.961,81.14777,,,,,,,
136.966,81.13773,,,,,,,
136.971,81.13538,,,,,,,
136.975,81.13782,,,,,,,
136.98,81.13792,,,,,,,
136.985,81.1272,,,,,,,
136.989,81.12859,,,,,,,
136.994,81.11966,,,,,,,
136.999,81.11108,,,,,,,
137.003,81.11224,,,,,,,
137.008,81.11472,,,,,,,
137.013,81.10992,,,,,,,
137.018,81.1115,,,,,,,
137.022,81.1123,,,,,,,
137.027,81.11298,,,,,,,
137.032,81.10347,,,,,,,
137.036,81.0936,,,,,,,
137.041,81.08098,,,,,,,
137.046,81.06971,,,,,,,
137.05,81.06315,,,,,,,
137.055,81.05396,,,,,,,
137.06,81.04895,,,,,,,
137.064,81.04868,,,,,,,
137.069,81.04496,,,,,,,
137.074,81.04006,,,,,,,
137.078,81.02969,,,,,,,
137.083,81.02543,,,,,,,
137.088,81.02636,,,,,,,
137.092,81.03175,,,,,,,
137.097,81.0332,,,,,,,
137.102,81.01816,,,,,,,
137.106,81.00114,,,,,,,
137.111,80.98771,,,,,,,
137.116,80.97832,,,,,,,
137.12,80.96199,,,,,,,
137.125,80.95282,,,,,,,
137.13,80.94287,,,,,,,
137.134,80.95278,,,,,,,
137.139,80.96691,,,,,,,
137.144,80.97816,,,,,,,
137.148,80.97958,,,,,,,
137.153,80.97907,,,,,,,
137.158,80.97282,,,,,,,
137.162,80.97093,,,,,,,
137.167,80.97364,,,,,,,
137.172,80.97454,,,,,,,
137.176,80.96155,,,,,,,
137.181,80.95679,,,,,,,
137.186,80.9585,,,,,,,
137.191,80.94915,,,,,,,
137.195,80.94341,,,,,,,
137.2,80.945,,,,,,,
137.205,80.94452,,,,,,,
137.209,80.9474,,,,,,,
137.214,80.9441,,,,,,,
137.219,80.94566,,,,,,,
137.223,80.95136,,,,,,,
137.228,80.95241,,,,,,,
137.233,80.94214,,,,,,,
137.237,80.93522,,,,,,,
137.242,80.91659,,,,,,,
137.247,80.90923,,,,,,,
137.251,80.90147,,,,,,,
137.256,80.89471,,,,,,,
137.261,80.89837,,,,,,,
137.265,80.89001,,,,,,,
137.27,80.88329,,,,,,,
137.275,80.8745,,,,,,,
137.279,80.87344,,,,,,,
137.284,80.86183,,,,,,,
137.289,80.854,,,,,,,
137.293,80.86748,,,,,,,
137.298,80.8626,,,,,,,
137.303,80.86501,,,,,,,
137.307,80.86327,,,,,,,
137.312,80.86649,,,,,,,
137.317,80.85803,,,,,,,
137.321,80.84328,,,,,,,
137.326,80.8332,,,,,,,
137.331,80.8336,,,,,,,
137.335,80.8334,,,,,,,
137.34,80.82911,,,,,,,
137.345,80.83076,,,,,,,
137.35,80.81548,,,,,,,
137.354,80.81091,,,,,,,
137.359,80.80842,,,,,,,
137.364,80.79995,,,,,,,
137.368,80.79118,,,,,,,
137.373,80.78897,,,,,,,
137.378,80.77704,,,,,,,
137.382,80.77522,,,,,,,
137.387,80.77115,,,,,,,
137.392,80.75919,,,,,,,
137.396,80.75475,,,,,,,
137.401,80.74324,,,,,,,
137.406,80.73028,,,,,,,
137.41,80.71957,,,,,,,
137.415,80.71326,,,,,,,
137.42,80.72047,,,,,,,
137.424,80.72378,,,,,,,
137.429,80.7255,,,,,,,
137.434,80.71129,,,,,,,
137.438,80.70501,,,,,,,
137.443,80.70321,,,,,,,
137.448,80.70767,,,,,,,
137.452,80.70568,,,,,,,
137.457,80.70361,,,,,,,
137.462,80.7,,,,,,,
137.466,80.7039,,,,,,,
137.471,80.70757,,,,,,,
137.476,80.70991,,,,,,,
137.48,80.71252,,,,,,,
137.485,80.70331,,,,,,,
137.49,80.70063,,,,,,,
137.494,80.68865,,,,,,,
137.499,80.68282,,,,,,,
137.504,80.68668,,,,,,,
137.509,80.68987,,,,,,,
137.513,80.69476,,,,,,,
137.518,80.68958,,,,,,,
137.523,80.68613,,,,,,,
137.527,80.6828,,,,,,,
137.532,80.68415,,,,,,,
137.537,80.68566,,,,,,,
137.541,80.6703,,,,,,,
137.546,80.67048,,,,,,,
137.551,80.6623,,,,,,,
137.555,80.65322,,,,,,,
137.56,80.64005,,,,,,,
137.565,80.64071,,,,,,,
137.569,80.64479,,,,,,,
137.574,80.65065,,,,,,,
137.579,80.65888,,,,,,,
137.583,80.67472,,,,,,,
137.588,80.67831,,,,,,,
