Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Conc B,,Fraction,,Injection,,
ml,mAU,ml,%,ml,Fraction,ml,Injection,
17.186,153.0911,85.917,55.28588,,,,,
17.19,152.9734,85.94,55.31088,,,,,
17.195,152.8555,85.964,55.33607,,,,,
17.2,152.729,85.987,55.36114,,,,,
17.204,152.5984,86.01,55.38627,,,,,
17.209,152.4776,86.034,55.41133,,,,,
17.214,152.3495,86.057,55.4365,,,,,
17.218,152.2151,86.081,55.46166,,,,,
17.223,152.0687,86.104,55.48664,,,,,
17.228,151.9382,86.127,55.51175,,,,,
17.232,151.8156,86.151,55.53688,,,,,
17.237,151.6945,86.174,55.562,,,,,
17.242,151.5712,86.198,55.58708,,,,,
17.246,151.4513,86.221,55.6122,,,,,
17.251,151.3444,86.244,55.63726,,,,,
17.256,151.2319,86.268,55.66245,,,,,
17.26,151.1178,86.291,55.68755,,,,,
17.265,151.0037,86.314,55.7126,,,,,
17.27,150.8793,86.338,55.73771,,,,,
17.274,150.7507,86.361,55.76278,,,,,
17.279,150.6188,86.385,55.7879,,,,,
17.284,150.4921,86.408,55.81301,,,,,
17.288,150.3627,86.431,55.83816,,,,,
17.293,150.2277,86.455,55.8633,,,,,
17.298,150.1007,86.478,55.88841,,,,,
17.302,149.9747,86.502,55.91349,,,,,
17.307,149.849,86.525,55.93855,,,,,
17.312,149.7214,86.548,55.96368,,,,,
17.316,149.5943,86.572,55.98879,,,,,
17.321,149.4679,86.595,56.01386,,,,,
17.326,149.3336,86.618,56.03899,,,,,
17.33,149.2003,86.642,56.06412,,,,,
17.335,149.0684,86.665,56.08917,,,,,
17.34,148.936,86.689,56.11433,,,,,
17.345,148.8078,86.712,56.13943,,,,,
17.349,148.6835,86.735,56.1645,,,,,
17.354,148.5526,86.759,56.18964,,,,,
17.359,148.4223,86.782,56.21474,,,,,
17.363,148.293,86.805,56.2398,,,,,
17.368,148.1721,86.829,56.26494,,,,,
17.373,148.0493,86.852,56.29004,,,,,
17.377,147.9248,86.876,56.31514,,,,,
17.382,147.7972,86.899,56.34024,,,,,
17.387,147.6734,86.922,56.3653,,,,,
17.391,147.554,86.946,56.39041,,,,,
17.396,147.4534,86.969,56.41554,,,,,
17.401,147.3346,86.993,56.44065,,,,,
17.405,147.2049,87.016,56.46575,,,,,
17.41,147.0799,87.039,56.49088,,,,,
17.415,146.9539,87.063,56.51595,,,,,
17.419,146.8249,87.086,56.54105,,,,,
17.424,146.6801,87.109,56.56619,,,,,
17.429,146.546,87.133,56.59129,,,,,
17.433,146.4167,87.156,56.61638,,,,,
17.438,146.2827,87.18,56.64144,,,,,
17.443,146.1556,87.203,56.66658,,,,,
17.447,146.0334,87.226,56.69176,,,,,
17.452,145.918,87.25,56.7168,,,,,
17.457,145.8035,87.273,56.74198,,,,,
17.461,145.6892,87.297,56.76704,,,,,
17.466,145.5739,87.32,56.79217,,,,,
17.471,145.458,87.343,56.81728,,,,,
17.475,145.3419,87.367,56.84236,,,,,
17.48,145.2262,87.39,56.86752,,,,,
17.485,145.1131,87.413,56.89256,,,,,
17.489,145.0011,87.437,56.91765,,,,,
17.494,144.8888,87.46,56.94271,,,,,
17.499,144.784,87.484,56.96787,,,,,
17.504,144.6812,87.507,56.99303,,,,,
17.508,144.5718,87.53,57.01807,,,,,
17.513,144.4563,87.554,57.04316,,,,,
17.518,144.3387,87.577,57.06829,,,,,
17.522,144.2236,87.601,57.09339,,,,,
17.527,144.1128,87.624,57.11852,,,,,
17.532,144.0024,87.647,57.14359,,,,,
17.536,143.8862,87.671,57.1687,,,,,
17.541,143.771,87.694,57.19379,,,,,
17.546,143.6566,87.717,57.21892,,,,,
17.55,143.5426,87.741,57.244,,,,,
17.555,143.4297,87.764,57.26912,,,,,
17.56,143.3184,87.788,57.29421,,,,,
17.564,143.2115,87.811,57.31929,,,,,
17.569,143.0989,87.834,57.34445,,,,,
17.574,142.9833,87.858,57.36953,,,,,
17.578,142.8651,87.881,57.39467,,,,,
17.583,142.7449,87.904,57.41976,,,,,
17.588,142.6268,87.928,57.4449,,,,,
17.592,142.5175,87.951,57.46997,,,,,
17.597,142.4087,87.975,57.49504,,,,,
17.602,142.3006,87.998,57.52015,,,,,
17.606,142.1939,88.021,57.54527,,,,,
17.611,142.083,88.045,57.57038,,,,,
17.616,141.971,88.068,57.59562,,,,,
17.62,141.8597,88.092,57.62057,,,,,
17.625,141.7396,88.115,57.64565,,,,,
17.63,141.6186,88.138,57.67073,,,,,
17.634,141.5031,88.162,57.69585,,,,,
17.639,141.3921,88.185,57.72105,,,,,
17.644,141.2803,88.208,57.74609,,,,,
17.648,141.1623,88.232,57.77122,,,,,
17.653,141.0302,88.255,57.79637,,,,,
17.658,140.8992,88.279,57.82145,,,,,
17.662,140.7809,88.302,57.84655,,,,,
17.667,140.6628,88.325,57.87157,,,,,
17.672,140.5424,88.349,57.89674,,,,,
17.677,140.416,88.372,57.92181,,,,,
17.681,140.2982,88.396,57.94696,,,,,
17.686,140.1832,88.419,57.97202,,,,,
17.691,140.0686,88.442,57.99715,,,,,
17.695,139.9463,88.466,58.02225,,,,,
17.7,139.8232,88.489,58.04742,,,,,
17.705,139.704,88.512,58.07249,,,,,
17.709,139.5849,88.536,58.09752,,,,,
17.714,139.4648,88.559,58.12267,,,,,
17.719,139.3415,88.583,58.14773,,,,,
17.723,139.2227,88.606,58.17291,,,,,
17.728,139.1043,88.629,58.19794,,,,,
17.733,138.9821,88.653,58.22311,,,,,
17.737,138.8561,88.676,58.24823,,,,,
17.742,138.731,88.699,58.27328,,,,,
17.747,138.6149,88.723,58.29837,,,,,
17.751,138.502,88.746,58.32346,,,,,
17.756,138.3889,88.77,58.34859,,,,,
17.761,138.2679,88.793,58.37374,,,,,
17.765,138.149,88.816,58.39883,,,,,
17.77,138.0317,88.84,58.42387,,,,,
17.775,137.9186,88.863,58.44906,,,,,
17.779,137.8044,88.887,58.47413,,,,,
17.784,137.6903,88.91,58.49923,,,,,
17.789,137.5819,88.933,58.52438,,,,,
17.793,137.4655,88.957,58.54953,,,,,
17.798,137.3456,88.98,58.57455,,,,,
17.803,137.2425,89.003,58.59962,,,,,
17.807,137.1387,89.027,58.6248,,,,,
17.812,137.034,89.05,58.64992,,,,,
17.817,136.9265,89.074,58.67499,,,,,
17.821,136.8189,89.097,58.70004,,,,,
17.826,136.7126,89.12,58.72521,,,,,
17.831,136.6325,89.144,58.75028,,,,,
17.836,136.5418,89.167,58.77541,,,,,
17.84,136.4417,89.191,58.80049,,,,,
17.845,136.336,89.214,58.82568,,,,,
17.85,136.2291,89.237,58.85074,,,,,
17.854,136.121,89.261,58.87595,,,,,
17.859,136.0129,89.284,58.90092,,,,,
17.864,135.9106,89.307,58.92602,,,,,
17.868,135.8145,89.331,58.95113,,,,,
17.873,135.7107,89.354,58.97624,,,,,
17.878,135.6052,89.378,59.00137,,,,,
17.882,135.4978,89.401,59.02647,,,,,
17.887,135.4054,89.424,59.05156,,,,,
17.892,135.309,89.448,59.07667,,,,,
17.896,135.2067,89.471,59.10174,,,,,
17.901,135.0962,89.494,59.12685,,,,,
17.906,134.9922,89.518,59.15191,,,,,
17.91,134.8994,89.541,59.17708,,,,,
17.915,134.8065,89.565,59.20218,,,,,
17.92,134.7086,89.588,59.22729,,,,,
17.924,134.6019,89.611,59.25235,,,,,
17.929,134.499,89.635,59.27747,,,,,
17.934,134.399,89.658,59.30258,,,,,
17.938,134.3037,89.682,59.32769,,,,,
17.943,134.2068,89.705,59.35285,,,,,
17.948,134.1083,89.728,59.37791,,,,,
17.952,134.0072,89.752,59.40301,,,,,
17.957,133.9037,89.775,59.42811,,,,,
17.962,133.7995,89.798,59.45318,,,,,
17.966,133.695,89.822,59.47831,,,,,
17.971,133.5966,89.845,59.50341,,,,,
17.976,133.501,89.869,59.52855,,,,,
17.98,133.4083,89.892,59.55363,,,,,
17.985,133.301,89.915,59.57874,,,,,
17.99,133.1906,89.939,59.60387,,,,,
17.995,133.0841,89.962,59.62898,,,,,
17.999,132.9809,89.986,59.65406,,,,,
18.004,132.8767,90.009,59.67906,,,,,
18.009,132.7648,90.032,59.70421,,,,,
18.013,132.6591,90.056,59.72931,,,,,
18.018,132.5554,90.079,59.75439,,,,,
18.023,132.4517,90.102,59.77965,,,,,
18.027,132.3445,90.126,59.8047,,,,,
18.032,132.2356,90.149,59.82978,,,,,
18.037,132.1258,90.173,59.8549,,,,,
18.041,132.0139,90.196,59.88001,,,,,
18.046,131.9036,90.219,59.90508,,,,,
18.051,131.8041,90.243,59.93017,,,,,
18.055,131.7022,90.266,59.95536,,,,,
18.06,131.5972,90.289,59.98047,,,,,
18.065,131.4839,90.313,60.00562,,,,,
18.069,131.3828,90.336,60.03065,,,,,
18.074,131.286,90.36,60.05573,,,,,
18.079,131.182,90.383,60.08079,,,,,
18.083,131.0647,90.406,60.1059,,,,,
18.088,130.9434,90.43,60.131,,,,,
18.093,130.8379,90.453,60.15616,,,,,
18.097,130.7464,90.477,60.18127,,,,,
18.102,130.6617,90.5,60.20638,,,,,
18.107,130.5703,90.523,60.23151,,,,,
18.111,130.477,90.547,60.25665,,,,,
18.116,130.3805,90.57,60.28171,,,,,
18.121,130.2704,90.593,60.3068,,,,,
18.125,130.1627,90.617,60.33191,,,,,
18.13,130.0564,90.64,60.35707,,,,,
18.135,129.9506,90.664,60.38208,,,,,
18.139,129.8434,90.687,60.40724,,,,,
18.144,129.736,90.71,60.43228,,,,,
18.149,129.6315,90.734,60.45742,,,,,
18.154,129.5146,90.757,60.48257,,,,,
18.158,129.3919,90.781,60.50761,,,,,
18.163,129.2841,90.804,60.5327,,,,,
18.168,129.1758,90.827,60.55782,,,,,
18.172,129.0675,90.851,60.58292,,,,,
18.177,128.961,90.874,60.60805,,,,,
18.182,128.8556,90.897,60.63315,,,,,
18.186,128.7499,90.921,60.6582,,,,,
18.191,128.6318,90.944,60.68336,,,,,
18.196,128.5155,90.968,60.70845,,,,,
18.2,128.4014,90.991,60.73358,,,,,
18.205,128.2969,91.014,60.75861,,,,,
18.21,128.1909,91.038,60.78374,,,,,
18.214,128.0839,91.061,60.80893,,,,,
18.219,127.9761,91.085,60.83401,,,,,
18.224,127.8673,91.108,60.85909,,,,,
18.228,127.7577,91.131,60.88419,,,,,
18.233,127.6547,91.155,60.90931,,,,,
18.238,127.553,91.178,60.93444,,,,,
18.242,127.4526,91.201,60.95952,,,,,
18.247,127.3434,91.225,60.98464,,,,,
18.252,127.2423,91.248,61.00966,,,,,
18.256,127.1503,91.272,61.03479,,,,,
18.261,127.0633,91.295,61.05988,,,,,
18.266,126.9703,91.318,61.085,,,,,
18.27,126.8693,91.342,61.11017,,,,,
18.275,126.7522,91.365,61.13526,,,,,
18.28,126.6337,91.388,61.16026,,,,,
18.284,126.515,91.412,61.18546,,,,,
18.289,126.4009,91.435,61.21055,,,,,
18.294,126.291,91.459,61.23567,,,,,
18.298,126.1869,91.482,61.26078,,,,,
18.303,126.0845,91.505,61.28585,,,,,
18.308,125.9822,91.529,61.31102,,,,,
18.313,125.8798,91.552,61.3361,,,,,
18.317,125.7837,91.576,61.36116,,,,,
18.322,125.6875,91.599,61.38622,,,,,
18.327,125.5871,91.622,61.41138,,,,,
18.331,125.4949,91.646,61.43645,,,,,
18.336,125.4037,91.669,61.46159,,,,,
18.341,125.3088,91.692,61.4867,,,,,
18.345,125.2092,91.716,61.51182,,,,,
18.35,125.1102,91.739,61.53689,,,,,
18.355,125.0198,91.763,61.56202,,,,,
18.359,124.9289,91.786,61.58715,,,,,
18.364,124.8386,91.809,61.61219,,,,,
18.369,124.7517,91.833,61.63729,,,,,
18.373,124.6641,91.856,61.66244,,,,,
18.378,124.5759,91.88,61.68757,,,,,
18.383,124.4876,91.903,61.71263,,,,,
18.387,124.4037,91.926,61.73771,,,,,
18.392,124.3221,91.95,61.76287,,,,,
18.397,124.2318,91.973,61.78796,,,,,
18.401,124.141,91.996,61.81309,,,,,
18.406,124.0497,92.02,61.83818,,,,,
18.411,123.9591,92.043,61.86323,,,,,
18.415,123.8663,92.067,61.88839,,,,,
18.42,123.7712,92.09,61.9135,,,,,
18.425,123.6807,92.113,61.93856,,,,,
18.429,123.5879,92.137,61.96366,,,,,
18.434,123.4923,92.16,61.98874,,,,,
18.439,123.4041,92.183,62.01387,,,,,
18.443,123.3134,92.207,62.03903,,,,,
18.448,123.2186,92.23,62.06412,,,,,
18.453,123.1362,92.254,62.08921,,,,,
18.457,123.0551,92.277,62.11431,,,,,
18.462,122.9741,92.3,62.13943,,,,,
18.467,122.8902,92.324,62.1646,,,,,
18.472,122.8073,92.347,62.1896,,,,,
18.476,122.7275,92.371,62.21474,,,,,
18.481,122.6488,92.394,62.23991,,,,,
18.486,122.5687,92.417,62.26504,,,,,
18.49,122.4847,92.441,62.29007,,,,,
18.495,122.3991,92.464,62.31514,,,,,
18.5,122.3133,92.487,62.34031,,,,,
18.504,122.229,92.511,62.36538,,,,,
18.509,122.1363,92.534,62.39048,,,,,
18.514,122.037,92.558,62.4156,,,,,
18.518,121.9244,92.581,62.44072,,,,,
18.523,121.8317,92.604,62.46582,,,,,
18.528,121.7484,92.628,62.49089,,,,,
18.532,121.6649,92.651,62.51599,,,,,
18.537,121.5786,92.675,62.54109,,,,,
18.542,121.4905,92.698,62.56619,,,,,
18.546,121.4016,92.721,62.59132,,,,,
18.551,121.3141,92.745,62.61633,,,,,
18.556,121.2276,92.768,62.64147,,,,,
18.56,121.1424,92.791,62.66659,,,,,
18.565,121.0496,92.815,62.69175,,,,,
18.57,120.9497,92.838,62.71684,,,,,
18.574,120.8635,92.862,62.74191,,,,,
18.579,120.7775,92.885,62.76709,,,,,
18.584,120.6916,92.908,62.79218,,,,,
18.588,120.5975,92.932,62.81729,,,,,
18.593,120.5107,92.955,62.84237,,,,,
18.598,120.437,92.978,62.86741,,,,,
18.602,120.3564,93.002,62.89259,,,,,
18.607,120.2761,93.025,62.91769,,,,,
18.612,120.1992,93.049,62.94274,,,,,
18.616,120.1114,93.072,62.96792,,,,,
18.621,120.0241,93.095,62.99295,,,,,
18.626,119.9481,93.119,63.01808,,,,,
18.631,119.866,93.142,63.04324,,,,,
18.635,119.7825,93.166,63.06832,,,,,
18.64,119.7037,93.189,63.09342,,,,,
18.645,119.6268,93.212,63.11854,,,,,
18.649,119.5493,93.236,63.14362,,,,,
18.654,119.4587,93.259,63.16873,,,,,
18.659,119.3754,93.282,63.19377,,,,,
18.663,119.2976,93.306,63.2189,,,,,
18.668,119.2184,93.329,63.24406,,,,,
18.673,119.138,93.353,63.26916,,,,,
18.677,119.0563,93.376,63.29424,,,,,
18.682,118.9831,93.399,63.31934,,,,,
18.687,118.9135,93.423,63.34443,,,,,
18.691,118.8484,93.446,63.36956,,,,,
18.696,118.7921,93.47,63.39465,,,,,
18.701,118.7349,93.493,63.41976,,,,,
18.705,118.6744,93.516,63.4449,,,,,
18.71,118.6032,93.54,63.46998,,,,,
18.715,118.5298,93.563,63.4951,,,,,
18.719,118.4567,93.586,63.52018,,,,,
18.724,118.388,93.61,63.54527,,,,,
18.729,118.3203,93.633,63.57038,,,,,
18.733,118.251,93.657,63.59546,,,,,
18.738,118.1841,93.68,63.62061,,,,,
18.743,118.1188,93.703,63.64571,,,,,
18.747,118.056,93.727,63.67084,,,,,
18.752,117.9926,93.75,63.69593,,,,,
18.757,117.9281,93.773,63.72102,,,,,
18.761,117.8576,93.797,63.74609,,,,,
18.766,117.7961,93.82,63.7712,,,,,
18.771,117.7398,93.844,63.79638,,,,,
18.775,117.669,93.867,63.82147,,,,,
18.78,117.6008,93.89,63.84653,,,,,
18.785,117.535,93.914,63.87164,,,,,
18.79,117.4755,93.937,63.8968,,,,,
18.794,117.4178,93.961,63.92186,,,,,
18.799,117.3621,93.984,63.94698,,,,,
18.804,117.2908,94.007,63.97206,,,,,
18.808,117.2192,94.031,63.99718,,,,,
18.813,117.1481,94.054,64.02228,,,,,
18.818,117.0867,94.077,64.04737,,,,,
18.822,117.0237,94.101,64.07249,,,,,
18.827,116.9559,94.124,64.09753,,,,,
18.832,116.9023,94.148,64.12273,,,,,
18.836,116.8473,94.171,64.14777,,,,,
18.841,116.7835,94.194,64.1729,,,,,
18.846,116.7274,94.218,64.19801,,,,,
18.85,116.6731,94.241,64.22313,,,,,
18.855,116.618,94.265,64.24821,,,,,
18.86,116.5576,94.288,64.27336,,,,,
18.864,116.4951,94.311,64.29842,,,,,
18.869,116.4323,94.335,64.32353,,,,,
18.874,116.38,94.358,64.34861,,,,,
18.878,116.3301,94.381,64.37372,,,,,
18.883,116.2673,94.405,64.39883,,,,,
18.888,116.205,94.428,64.42397,,,,,
18.892,116.1432,94.452,64.44906,,,,,
18.897,116.0839,94.475,64.47411,,,,,
18.902,116.025,94.498,64.49924,,,,,
18.906,115.9668,94.522,64.52438,,,,,
18.911,115.9158,94.545,64.54954,,,,,
18.916,115.8581,94.568,64.57453,,,,,
18.92,115.7946,94.592,64.59959,,,,,
18.925,115.7401,94.615,64.62477,,,,,
18.93,115.6836,94.639,64.6499,,,,,
18.934,115.625,94.662,64.67494,,,,,
18.939,115.5708,94.685,64.70007,,,,,
18.944,115.5061,94.709,64.72515,,,,,
18.948,115.4278,94.732,64.75031,,,,,
18.953,115.3717,94.756,64.77538,,,,,
18.958,115.3209,94.779,64.80054,,,,,
18.963,115.2749,94.802,64.82559,,,,,
18.967,115.2171,94.826,64.85072,,,,,
18.972,115.1611,94.849,64.87588,,,,,
18.977,115.1114,94.872,64.90094,,,,,
18.981,115.0594,94.896,64.92602,,,,,
18.986,115.0071,94.919,64.95121,,,,,
18.991,114.9555,94.943,64.97625,,,,,
18.995,114.8884,94.966,65.00129,,,,,
19,114.8201,94.989,65.02644,,,,,
19.005,114.7596,95.013,65.05159,,,,,
19.009,114.6974,95.036,65.07671,,,,,
19.014,114.631,95.06,65.10182,,,,,
19.019,114.5522,95.083,65.12681,,,,,
19.023,114.4801,95.106,65.15196,,,,,
19.028,114.4116,95.13,65.17703,,,,,
19.033,114.346,95.153,65.20216,,,,,
19.037,114.2848,95.176,65.22726,,,,,
19.042,114.2254,95.2,65.25243,,,,,
19.047,114.1621,95.223,65.2775,,,,,
19.051,114.0965,95.247,65.30262,,,,,
19.056,114.0293,95.27,65.32774,,,,,
19.061,113.963,95.293,65.35285,,,,,
19.065,113.8979,95.317,65.3779,,,,,
19.07,113.8339,95.34,65.40301,,,,,
19.075,113.7729,95.364,65.42812,,,,,
19.079,113.71,95.387,65.45327,,,,,
19.084,113.6449,95.41,65.47837,,,,,
19.089,113.5824,95.434,65.50345,,,,,
19.093,113.5255,95.457,65.52856,,,,,
19.098,113.4764,95.48,65.55366,,,,,
19.103,113.4181,95.504,65.57877,,,,,
19.107,113.3606,95.527,65.60388,,,,,
19.112,113.3069,95.551,65.62894,,,,,
19.117,113.2579,95.574,65.65405,,,,,
19.122,113.2131,95.597,65.67918,,,,,
19.126,113.1765,95.621,65.70424,,,,,
19.131,113.1238,95.644,65.72937,,,,,
19.136,113.063,95.667,65.75454,,,,,
19.14,112.9933,95.691,65.77963,,,,,
19.145,112.927,95.714,65.8047,,,,,
19.15,112.8619,95.738,65.82985,,,,,
19.154,112.7953,95.761,65.8549,,,,,
19.159,112.7395,95.784,65.88004,,,,,
19.164,112.6899,95.808,65.90506,,,,,
19.168,112.6329,95.831,65.93021,,,,,
19.173,112.5822,95.855,65.95531,,,,,
19.178,112.5369,95.878,65.9804,,,,,
19.182,112.4888,95.901,66.00555,,,,,
19.187,112.4362,95.925,66.03065,,,,,
19.192,112.3786,95.948,66.05572,,,,,
19.196,112.3418,95.971,66.08085,,,,,
19.201,112.3041,95.995,66.10594,,,,,
19.206,112.2624,96.018,66.13107,,,,,
19.21,112.2167,96.042,66.15617,,,,,
19.215,112.1696,96.065,66.18127,,,,,
19.22,112.1208,96.088,66.20638,,,,,
19.224,112.0848,96.112,66.23146,,,,,
19.229,112.0506,96.135,66.25661,,,,,
19.234,112.0102,96.159,66.28171,,,,,
19.238,111.9676,96.182,66.30681,,,,,
19.243,111.9239,96.205,66.33196,,,,,
19.248,111.8799,96.229,66.35702,,,,,
19.252,111.836,96.252,66.38209,,,,,
19.257,111.792,96.275,66.40717,,,,,
19.262,111.7464,96.299,66.43227,,,,,
19.266,111.7027,96.322,66.45744,,,,,
19.271,111.6605,96.346,66.48254,,,,,
19.276,111.6134,96.369,66.50764,,,,,
19.281,111.5745,96.392,66.53277,,,,,
19.285,111.5453,96.416,66.55785,,,,,
19.29,111.5097,96.439,66.58292,,,,,
19.295,111.471,96.462,66.60804,,,,,
19.299,111.4282,96.486,66.63318,,,,,
19.304,111.3925,96.509,66.6583,,,,,
19.309,111.3593,96.533,66.68333,,,,,
19.313,111.329,96.556,66.70849,,,,,
19.318,111.2978,96.579,66.73355,,,,,
19.323,111.2677,96.603,66.75866,,,,,
19.327,111.2423,96.626,66.78381,,,,,
19.332,111.2152,96.65,66.80889,,,,,
19.337,111.1857,96.673,66.83399,,,,,
19.341,111.1475,96.696,66.8591,,,,,
19.346,111.1142,96.72,66.88424,,,,,
19.351,111.0837,96.743,66.90935,,,,,
19.355,111.0541,96.766,66.93443,,,,,
19.36,111.0222,96.79,66.9595,,,,,
19.365,110.9887,96.813,66.98462,,,,,
19.369,110.9612,96.837,67.00973,,,,,
19.374,110.9163,96.86,67.03484,,,,,
19.379,110.852,96.883,67.0599,,,,,
19.383,110.8011,96.907,67.08501,,,,,
19.388,110.7582,96.93,67.11018,,,,,
19.393,110.7265,96.954,67.13529,,,,,
19.397,110.6911,96.977,67.16039,,,,,
19.402,110.6523,97,67.18552,,,,,
19.407,110.6068,97.024,67.21057,,,,,
19.411,110.5716,97.047,67.23573,,,,,
19.416,110.5381,97.07,67.26076,,,,,
19.421,110.4992,97.094,67.2858,,,,,
19.425,110.4614,97.117,67.31092,,,,,
19.43,110.425,97.141,67.33601,,,,,
19.435,110.3944,97.164,67.36121,,,,,
19.44,110.3658,97.187,67.38632,,,,,
19.444,110.3383,97.211,67.41145,,,,,
19.449,110.2921,97.234,67.43655,,,,,
19.454,110.2507,97.257,67.46168,,,,,
19.458,110.2148,97.281,67.48675,,,,,
19.463,110.1697,97.304,67.51181,,,,,
19.468,110.1247,97.328,67.53692,,,,,
19.472,110.0813,97.351,67.562,,,,,
19.477,110.0461,97.374,67.58717,,,,,
19.482,110.0126,97.398,67.61224,,,,,
19.486,109.9788,97.421,67.63732,,,,,
19.491,109.9437,97.445,67.66245,,,,,
19.496,109.9078,97.468,67.68755,,,,,
19.5,109.8701,97.491,67.71264,,,,,
19.505,109.83,97.515,67.73782,,,,,
19.51,109.7888,97.538,67.76288,,,,,
19.514,109.7529,97.561,67.78799,,,,,
19.519,109.7214,97.585,67.81312,,,,,
19.524,109.6944,97.608,67.83814,,,,,
19.528,109.666,97.632,67.86323,,,,,
19.533,109.6339,97.655,67.88842,,,,,
19.538,109.5964,97.678,67.91352,,,,,
19.542,109.5703,97.702,67.93865,,,,,
19.547,109.5444,97.725,67.96371,,,,,
19.552,109.5138,97.749,67.98878,,,,,
19.556,109.5056,97.772,68.01394,,,,,
19.561,109.5019,97.795,68.039,,,,,
19.566,109.4852,97.819,68.06409,,,,,
19.57,109.4636,97.842,68.08923,,,,,
19.575,109.4392,97.865,68.11434,,,,,
19.58,109.4164,97.889,68.13945,,,,,
19.584,109.3956,97.912,68.16459,,,,,
19.589,109.3765,97.936,68.18968,,,,,
19.594,109.3498,97.959,68.21474,,,,,
19.599,109.3287,97.982,68.2399,,,,,
19.603,109.3145,98.006,68.26494,,,,,
19.608,109.2969,98.029,68.29006,,,,,
19.613,109.2798,98.052,68.31516,,,,,
19.617,109.2647,98.076,68.34027,,,,,
19.622,109.2459,98.099,68.36534,,,,,
19.627,109.2289,98.123,68.39056,,,,,
19.631,109.2206,98.146,68.41557,,,,,
19.636,109.2043,98.169,68.44071,,,,,
19.641,109.1851,98.193,68.46588,,,,,
19.645,109.1682,98.216,68.49094,,,,,
19.65,109.1568,98.24,68.51603,,,,,
19.655,109.1487,98.263,68.54108,,,,,
19.659,109.1399,98.286,68.56618,,,,,
19.664,109.1218,98.31,68.59136,,,,,
19.669,109.095,98.333,68.61647,,,,,
19.673,109.0728,98.356,68.64156,,,,,
19.678,109.0556,98.38,68.66663,,,,,
19.683,109.0447,98.403,68.6918,,,,,
19.687,109.0314,98.427,68.71686,,,,,
19.692,109.016,98.45,68.74193,,,,,
19.697,108.9971,98.473,68.76706,,,,,
19.701,108.9798,98.497,68.79216,,,,,
19.706,108.9609,98.52,68.81728,,,,,
19.711,108.936,98.544,68.84235,,,,,
19.715,108.9189,98.567,68.86744,,,,,
19.72,108.9042,98.59,68.89262,,,,,
19.725,108.8861,98.614,68.91765,,,,,
19.729,108.8697,98.637,68.94277,,,,,
19.734,108.8547,98.66,68.96789,,,,,
19.739,108.8421,98.684,68.99297,,,,,
19.743,108.8307,98.707,69.01811,,,,,
19.748,108.8202,98.731,69.04321,,,,,
19.753,108.795,98.754,69.06831,,,,,
19.758,108.7747,98.777,69.09341,,,,,
19.762,108.7598,98.801,69.11866,,,,,
19.767,108.7368,98.824,69.14368,,,,,
19.772,108.7176,98.847,69.16875,,,,,
19.776,108.7051,98.871,69.19383,,,,,
19.781,108.6833,98.894,69.21889,,,,,
19.786,108.664,98.918,69.24404,,,,,
19.79,108.6528,98.941,69.26917,,,,,
19.795,108.6326,98.964,69.29429,,,,,
19.8,108.6087,98.988,69.31937,,,,,
19.804,108.5803,99.011,69.34446,,,,,
19.809,108.5495,99.035,69.3696,,,,,
19.814,108.5207,99.058,69.39469,,,,,
19.818,108.5062,99.081,69.41979,,,,,
19.823,108.4954,99.105,69.44486,,,,,
19.828,108.4857,99.128,69.46998,,,,,
19.832,108.4683,99.151,69.49512,,,,,
19.837,108.4469,99.175,69.52024,,,,,
19.842,108.4231,99.198,69.54533,,,,,
19.846,108.4121,99.222,69.5704,,,,,
19.851,108.399,99.245,69.59549,,,,,
19.856,108.3839,99.268,69.62064,,,,,
19.86,108.3553,99.292,69.64573,,,,,
19.865,108.3312,99.315,69.67085,,,,,
19.87,108.3133,99.339,69.69595,,,,,
19.874,108.2886,99.362,69.72104,,,,,
19.879,108.2601,99.385,69.7461,,,,,
19.884,108.2263,99.409,69.77126,,,,,
19.888,108.2033,99.432,69.79631,,,,,
19.893,108.1796,99.455,69.8214,,,,,
19.898,108.149,99.479,69.84652,,,,,
19.902,108.1179,99.502,69.87165,,,,,
19.907,108.0891,99.526,69.89677,,,,,
19.912,108.0693,99.549,69.92191,,,,,
19.917,108.0466,99.572,69.94698,,,,,
19.921,108.0215,99.596,69.97211,,,,,
19.926,107.9909,99.619,69.99718,,,,,
19.931,107.9669,99.643,70.02226,,,,,
19.935,107.9471,99.666,70.04741,,,,,
19.94,107.9232,99.689,70.07253,,,,,
19.945,107.9001,99.713,70.09761,,,,,
19.949,107.8778,99.736,70.12273,,,,,
19.954,107.8481,99.759,70.14778,,,,,
19.959,107.8205,99.783,70.17294,,,,,
19.963,107.7961,99.806,70.19809,,,,,
19.968,107.7743,99.83,70.2232,,,,,
19.973,107.7513,99.853,70.24825,,,,,
19.977,107.7253,99.876,70.27338,,,,,
19.982,107.712,99.9,70.29842,,,,,
19.987,107.703,99.923,70.32363,,,,,
19.991,107.6965,99.946,70.34862,,,,,
19.996,107.6817,99.97,70.37374,,,,,
20.001,107.6611,99.993,70.39883,,,,,
20.005,107.6291,100.017,70.42397,,,,,
20.01,107.5994,100.04,70.4491,,,,,
20.015,107.5717,100.063,70.47412,,,,,
20.019,107.555,100.087,70.49927,,,,,
20.024,107.5338,100.11,70.5244,,,,,
